INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	STRING	INT
110183	郝海东参加过几届亚洲杯赛？	4届	2届	3届	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110184	董方卓共为国家队贡献了几粒入球？	2粒	1粒	3粒	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110185	被称为国足“双核”的是哪两名队员	郑智和邵佳一	郑智和李铁	邵佳一和孙继海	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110186	第十三届亚洲杯决赛中为日本队打进手球的是哪名队员？	中田浩二	福西崇史	稻本润一	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110187	第十三届亚洲杯决赛中为中国男足进球的是哪名队员？	李明	于根伟	郝海东	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110188	本届亚洲杯的二号门将是谁?	杨君	杨智	陈东	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110189	朱挺目前在中超联赛打进了几球？	一球未进	3球	2球	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110190	亚足联原定于四年一届的男足亚洲杯为什么改为2007年进行？	避开奥运会、欧锦赛的冲击	为世界杯让路	为亚运会让路	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110191	2000年第十二届亚洲杯参加决赛的是哪两只队伍？	日本和伊拉克	中国和韩国	韩国和日本	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110192	本届年度男足国家队热身赛1-4负于的是哪支队伍？	美国队	哈萨克队	澳大利亚队	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110193	国足前锋曲波时隔几年后重返国字号球队？	4年	3年	5年	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110194	马来西亚队7月21号热身赛中1-3负于哪支队伍？	阿联酋	柬埔寨	乌兹别克斯坦	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110195	本届亚洲杯国足小组赛第二个对手伊朗队共获得过几次亚洲杯冠军？	3次	2次	4次	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110196	韩鹏在中超联赛中有几球入帐？	8球	7球	9球	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110197	“申联”合并后的上海申花有几名队员入选了本届国家队30人名单？	4人	5人	6人	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110198	本届亚洲杯朱广沪制定的主打阵型是？	352	442	4231	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110199	按照亚足联的轮换制下届亚洲杯将会在哪个地区举办？	中南亚	中亚	西亚	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110200	按照规则中国队所在C组出线后与哪个小组出线队伍相遇？	D组	A组	B组	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110201	王鹏在中超联赛中取得了几粒进球？	6球	8球	7球	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110202	1992年第十届亚洲杯中国男足国家队主教练是谁？	施拉普纳	迟尚斌	霍顿	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110203	本届亚洲杯预选主场1-0小胜新加坡队的比赛中是谁打入点球？	邵佳一	肇俊哲	郑智	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110204	郝海东在国家队的职业生涯中取得几粒进球？	41球	97球	25球	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110205	本届男足国家第一队长是哪位球员？	郑智	季铭义	李玮峰	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110206	2004年第十三届亚洲杯郑智打进了几粒入球？	3粒	5粒	4粒	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110207	本年度对阵乌兹别克斯坦队热身赛中梅开二度的球员是谁？	韩鹏	郑智	李金羽	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110208	2004年第十三届亚洲杯点球决战中要求换边的是哪支队伍？	日本	沙特	伊朗	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110209	亚洲杯历史上唯一一支获得3次冠军2次亚军的是哪支队伍？	沙特	韩国	伊朗	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110210	本届亚洲杯预选赛客场对阵新加坡队吃到红牌的是哪位队员？	邵佳一	李玮峰	赵旭日	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110211	在本届亚洲杯决赛抽签中中国男足国家队是第几档球队？	第三档	第一档	第二档	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110212	朱广沪在上任国足主教练之前在哪支俱乐部执教？	深圳	申花	辽宁	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110213	第十三届亚洲杯上被撞断两根肋骨仍坚持比赛70多分钟的队员是？	李玮峰	邵佳一	刘云飞	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110214	本届亚洲杯中国队小组赛将在哪座城市进行？	吉隆坡	马六甲	槟城	#	#	#	1	-1	-1	-1	-1	-1	亚洲杯	3
110215	《诗经 王风》中：知我者，谓我心忧；后面一句是什么？	不知我者，谓我何求。	行迈靡靡，中心如醉。	悠悠苍天，此何人哉！	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	4
110216	汉代李延年《佳人歌》中，“一顾倾人城”后面一句是什么？	再顾倾人国。	再顾倾人心。	二顾倾人国。	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	4
110217	“久旱逢甘露，他乡遇故知”后一句是什么？	洞房花烛夜，金榜题名时。	汉军已略地，四面楚歌声。	一顾倾人城，再顾倾人国。	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	4
110218	请说出“此处不留人”的下一句。	自有留人处	不留人也去	留人不留人	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	4
110219	古诗名句“乱花渐欲迷人眼”的下句是？	浅草才能没马蹄	不知秋思落谁家	不见人影空见花	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110220	古诗名句“长恨春寻无觅处”的下句是？	不知转入此中来	飞入寻常百姓家	不知秋思落谁家	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110221	古诗名句“东边日出西边雨”的下句是？	道是无睛还有晴	多少楼台烟雨中	半作障泥半作帆	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110222	古诗名句“举杯邀明月”的下句是？	对影成三人	低头思故乡	日月石上生	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110223	古诗名句“黄河远上白云间”的下句是？	一片孤城万仞山	明月何时照我还	碧水东流至此还	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110224	古诗名句“云横秦岭家何在”的下句是？	雪拥蓝关马不前	龙池柳色雨中深	等闲平地起波澜	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110225	古诗名句“今日听君歌一曲”的下句是？	暂凭杯酒长精神	使我三军泪如雨	等闲平地起波澜	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110226	古诗名句“采菊东篱下”的下句是？	悠然见南山	对影成三人	把酒问青天	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110227	古诗名句“奇文共欣赏”的下句是？	疑义相与析	美酒共品尝	其意耐思量	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110228	古诗名句“凭君莫话封侯事”的下句是？	一将功成万骨枯	暂凭杯酒长精神	万国兵前草木风	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110229	古诗名句“马上相逢无纸笔”的下句是？	凭君传语报平安	山回路转不见君	烟波江上使人愁	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110230	古诗名句“人生得意须尽欢”的下句是？	莫使金樽空对月	千金散尽还复来	愁破方知酒有权	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110231	苏轼《赤壁怀古》中“乱石穿空，惊涛拍岸”的下一句是？	卷起千堆雪	卷起千层雪	卷起千片雪	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110232	宋词名句“无可奈何花落去”的下一句是？	似曾相识燕归来	暗随流水到天涯	无穷无尽是离愁	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110233	岳飞《满江红》中“三十功名尘与土，八千里路云和月”下一句是？	莫等闲，白了少年头，空悲切	驾长车，踏破贺兰山缺	抬望眼，仰天长啸	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110234	李清照《如梦令》中“昨夜雨疏风骤”的下一句是？	浓睡不消残酒	却道海棠依旧	人比黄花瘦	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110235	“野鹤念山水”对应以下哪句话？	战马思疆场	床前明月光	云门转绝岸	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110236	“因亲及亲因友及友”对应下列哪句话？	有冤报冤有仇报仇	绿树如云，等闲付与莺飞。	南云雁少，锦书无个因依。	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110237	“有粥吃粥有饭吃饭”对应以下哪句话？	种豆得豆种瓜得瓜	大米稀粥绿豆饼干	稀粥干粥米粥清粥	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110238	“学成一半要生成一半”对应以下哪句话？	说得出来就做得出来	学成全部要丢掉全部	不学无术学海无涯	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110239	“要足何时足知足便足”对应以下哪句话？	求闲不得闲偷闲即闲	要手何时手知手便手	要脑何时脑要脑就脑	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110240	“不生事不怕事自然无事”对应以下哪句话？	能爱人能恶人方是正人	怕入丹青画图	有事没事闲来无事	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110241	“出门看天色进门看脸色”对应以下哪句话？	东倒吃羊头西倒吃猪头	出门看天色正好	进门看脸色太差	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110242	“国乱思良将国安思良相”对应以下哪句话？	人多好做事人少好过年	国乱怪贼子	国安无乱臣	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110243	“国难显忠臣家贫出孝子”对应以下哪句话？	路遥知马力日久见人心	路遥知马力日久见贼心	久病床前无孝子	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110244	“蝼蚁之穴能毁千里长堤”对应以下哪句话？	针尖之窟可透斗大狂风	千里之行始于足下	嬉笑怒骂人生无常	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110245	“上床是夫妻下床是君子”对应以下哪句话？	在家靠父母出门靠朋友	在家靠父母出门靠父母	出得厅堂下得厨房	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110246	“笑骂不审是非知交断绝”对应以下哪句话？	喜怒不择轻重一事无成	轻重缓急没法认清	紧迫松散无非如此	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110247	“衣总要合身食惟求适口”对应以下哪句话？	药难医假病酒不解真愁	抽刀断水水更流	是非难断恩怨是非	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110248	“枝头睨睆黄鹂唤回午梦”对应以下哪句话？	梁上呢喃紫燕说尽春愁	小荷才露尖尖角	早有蜻蜓立上头	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110249	“竹本无心外生许多技节”对应以下哪句话？	藕虽有节内中不染污尘	出淤泥而不染	斑竹枝外生斑竹	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110250	“自称英雄汉应做英雄事”对应以下哪句话？	来说是非者便为是非人	自称英雄汉哪能做英雄	无为英雄汉不是真英雄	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110251	“浪费犹如水推沙荡金为土”对应以下哪句话？	节约好比燕衔泥积宝成山	浪费可耻节约光荣	山水有情浪费可耻	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110252	“雷为战鼓电为旗风云际会”对应以下哪句话？	天作棋盘星作子日月争光	雷公电母击锤打架下雨	葡萄藤下听得仙人说话	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110253	“三双和尚灶前蹬灰泊六秃”对应以下哪句话？	十百小鱼沟内滚泥拌千鳅	三个和尚没水喝	一个和尚担水喝	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110254	“扇写江山握一统干坤在手”对应以下哪句话？	枕耽典籍与许多圣贤并头	扇舞丹青写下多少风流事	人间有情奈何正道沧桑	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110255	“世事如棋让一着不为亏我”对应以下哪句话？	心田似海纳百川方见容人	海纳百川有容乃大	珍珑棋局无人能解	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110256	“朔雪飞空农夫喜歌普天乐”对应以下哪句话？	晚霞映水渔人争鸣东方红	梁上呢喃紫燕说尽春愁	轻重缓急没法认清	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110257	“太白骑鲸宋石江边捞夜月”对应以下哪句话？	眉公跨鹿钱塘县里打秋风	十百小鱼沟内滚泥拌千鳅	枕耽典籍与许多圣贤并头	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110258	“天作棋盘星作子谁人敢下”对应以下哪句话？	地当琵琶路作弦哪个能弹	天为被地为床	星光满天不得眠	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110259	“准不准且听过去现在未来”对应以下哪句话？	灵不灵但看昨天今天明天	准不准每人说的清楚是非	准不准无人猜透真相	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110260	“打莫打人痛处骂莫骂人羞处”对应以下哪句话？	赈要赈他饿时救要救他难时	蛇打七寸	当机立断	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110261	“拍马屁吹牛皮当面逢迎背面笑”对应以下哪句话？	挂羊头卖狗肉上台容易下台难	喜怒不择轻重一事无成	抽刀断水水更流	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110262	“除夕月无光点数盏灯为新春增色”对应以下哪句话？	新春雷未动击一声鼓替天地扬威	地当琵琶路作弦哪个能弹	眉公跨鹿钱塘县里打秋风	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110263	“十年九逢闰”对应以下哪句话？	一字值千金	十年多少天	闰九是哪天	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110264	“拾芝麻凑斗”对应以下哪句话？	尽蜡烛念经	恩怨多少人听	芝麻绿豆点事	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110265	“书多真诚少”对应以下哪句话？	人贫义气重	富贵难相亲	谁说滋味少	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110266	“树倒猢狲散”对应以下哪句话？	油尽灯草枯	树倒蚂蚁无	树倒无人看	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110267	“树无头不长”对应以下哪句话？	鸡有翅难飞	人言轻微	独自白头	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110268	“树忧刨出根”对应以下哪句话？	人怕伤透心	我心匪石	石破天惊	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110269	“苏秦说六国”对应以下哪句话？	关公过五关	张飞勤读书	刘备常落泪	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110270	“同君一夜话”对应以下哪句话？	胜读十年书	没一句中用	一字值千金	#	#	#	1	-1	-1	-1	-1	-1	佳联妙对	4
110271	都江堰是秦国官员李冰主持兴建，工程的作用以什么为主？	发电	灌溉	核武器	#	#	#	-1	1	-1	-1	-1	-1	锦绣九州	4
110272	公元444年，谁主持修建了历史上着名的引黄灌溉工程艾山渠？	刁德一	刁雍	大雕	#	#	#	-1	1	-1	-1	-1	-1	锦绣九州	4
110273	鸿沟最早修建于什么时期的人工运河？	明朝	战国	清朝	#	#	#	-1	1	-1	-1	-1	-1	锦绣九州	4
110274	属于东汉大将，“云台二十八将”之一的是？	秦琼	吴汉	徐达	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110275	谁创立了“皇帝”的尊号？	唐太宗	秦始皇	武则天	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110276	谁下令制造了历史上第一个“焚书坑儒”事件？	唐太宗	秦始皇	武则天	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110277	秦淮八艳包括：顾横波、董小宛、卞玉京、李香君、寇白门、马湘兰、柳如是、陈圆圆，传说与吴三桂相恋的是哪个？	董小宛	陈圆圆	柳如是	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110278	商鞅（约前390年—前338年），战国时期政治家，请问他属于哪一家的代表？	墨家	法家	儒家	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110279	荆轲刺秦是受谁指使？	吕不韦	燕太子丹	樊于期	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110280	下列哪个不属于三皇五帝？	伏羲氏	蚩尤	神农氏	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110281	和氏璧是历史上着名的美玉，在它流传的数百年间，被奉为“价值连城”的“天下所共传之宝”，和氏璧是被谁发现的呢？	卞太	卞和	卞元	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110282	墨家，先秦学派之一，创始人世称墨子，这也就是墨家之名的由来，墨子本名为什么？	墨束	墨翟	墨非	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110283	墨子认为什么是为政之本？	为我	尚贤	为义	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110284	以下哪个是圆周率之父？	神农	祖冲之	华陀	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110285	发明造纸术的是下面哪一位？	沈括	蔡伦	毕升	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110286	赤壁之战中诸葛亮采取的是什么进攻方法？	水攻	火攻	借刀杀人	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110287	《史记》是谁所着？	司马光	司马迁	司马懿	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110288	摩尼教又被称为什么教？	道教	明教	佛教	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110289	江南四大才子除了唐伯虎、祝枝山、徐祯卿外还有谁？	唐寅	文征明	祝允明	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110290	陷害岳飞的是下面哪一个？	赵高	秦桧	魏忠贤	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110291	完颜阿骨打是哪一族的首领？	蒙古	女真	契丹	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110292	统一了蒙古并被称为“成吉思汗”的人是谁？	完颜阿骨打	铁木真	完颜洪烈	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110293	我国的四大发明包括：造纸术、指南针、印刷术和什么？	排版术	火药	轧染术	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110294	在华容道放走曹操的人是谁？	赵云	关羽	刘备	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110295	中国秦、汉至隋代的宫廷音乐机构，叫做什么？	乐殿	乐府	乐室	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110296	中国四大美女包括：貂婵、西施、杨贵妃与谁？	寇白门	王昭君	卞玉京	#	#	#	-1	1	-1	-1	-1	-1	史海纵横	4
110297	“君不见黄河之水天上来，奔流到海不复回”这是以下哪位作者的什么作品中的名句？	白居易《卖炭翁》	李白《将进酒》	陶渊明《示子》	#	#	#	-1	1	-1	-1	-1	-1	文史知识	4
110298	唐时，以“元白”与白居易并称的唐朝诗人是以下哪一位？	元好问	元稹	元彪	#	#	#	-1	1	-1	-1	-1	-1	文史知识	4
110299	以下哪一位，不是属于“初唐四杰”的唐朝诗人？	骆宾王	张九龄	卢照邻	#	#	#	-1	1	-1	-1	-1	-1	文史知识	4
110300	中国历史上被称为“诗仙”的是以下哪一位？	杜甫	李白	白居易	#	#	#	-1	1	-1	-1	-1	-1	文史知识	4
110301	中国历史上被称为“诗圣”的是以下哪一位？	李白	杜甫	白居易	#	#	#	-1	1	-1	-1	-1	-1	文史知识	4
110302	中国历史上被称为“诗佛”的是以下哪一位？	杜甫	王维	李白	#	#	#	-1	1	-1	-1	-1	-1	文史知识	4
110303	中国历史上被称为“诗鬼”的是以下哪一位？	王维	李贺	杜甫	#	#	#	-1	1	-1	-1	-1	-1	文史知识	4
110304	中国历史上被称为“剑圣”的是以下哪一位？	独孤求败	公孙大娘	杨过	#	#	#	-1	1	-1	-1	-1	-1	文史知识	4
110305	中国历史上被称为“草圣”的是以下哪一位？	王羲之	张旭	王献之	#	#	#	-1	1	-1	-1	-1	-1	文史知识	4
110306	中国历史上被称为“医圣”的是以下哪一位？	华陀	张仲景	扁鹃	#	#	#	-1	1	-1	-1	-1	-1	文史知识	4
110307	下面人名中哪一个不属于唐宋八大家？	王安石	李白	曾巩	#	#	#	-1	1	-1	-1	-1	-1	文史知识	4
110308	墨池记为以下哪位所着？	墨子	曾巩	韩非子	#	#	#	-1	1	-1	-1	-1	-1	文史知识	4
110309	孔子提倡、子思阐发的提高人的基本道德素质达到太平和合的一整套理论与方法是什么？	尚武尚贤	中庸之道	贤者为上	#	#	#	-1	1	-1	-1	-1	-1	文史知识	4
110310	“农田水利法”是历史上哪次变法中提出的兴农措施？	商鞅变法	王安石变法	欧阳修变法	#	#	#	-1	1	-1	-1	-1	-1	文史知识	4
