INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10401041	1	4	1	41	0	403	2	-1	-1	龙吟凤啸大枪	90	上古神器，叉头的月牙刃为千年红珊瑚所造，如红莲圣火，熊熊不息。	9950	39800	225	3	3	-1	-1	Spear3_7	枪棒类	1028	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401046	1	4	1	46	0	408	2	-1	-1	破月大枪	100	两端为万年玄铁所铸，中间为千年寒玉打造，日光下隐约透出山河图，天下人争夺之神兵。	16000	64000	237	3	3	-1	-1	Spear3_12	枪棒类	1029	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401050	1	4	1	50	0	368	2	-1	-1	舞浪	10	武林高人多争夺，舞浪在手傲群雄。	180	720	125	3	3	-1	-1	Spear1_4	枪棒类	1030	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401051	1	4	1	51	0	20	2	-1	-1	任务装2	20	任务装和紫装2	540	2160	137	3	3	-1	-1	Spear4_4	枪棒类	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401052	1	4	1	52	0	377	2	-1	-1	断湘	30	江湖风云狼烟起，天下兴亡断湘间。	1150	4600	150	3	3	-1	-1	Spear1_13	枪棒类	1032	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401053	1	4	1	53	0	39	2	-1	-1	任务装4	40	任务装和紫装4	1780	7120	162	3	3	-1	-1	Spear4_4	枪棒类	1033	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	2	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401054	1	4	1	54	0	385	2	-1	-1	寒炀	50	易水悲歌应未记，冲天紫气是寒炀。	2700	10800	175	3	3	-1	-1	Spear2_5	枪棒类	1034	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401055	1	4	1	55	0	108	2	-1	-1	任务装6	60	任务装和紫装6	3850	15400	187	3	3	-1	-1	Spear4_4	枪棒类	1035	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	2	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401056	1	4	1	56	0	55	2	-1	-1	任务装7	70	任务装和紫装7	5570	22280	200	3	3	-1	-1	Spear4_4	枪棒类	1036	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	3	-1	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401057	1	4	1	57	0	54	2	-1	-1	任务装8	80	任务装和紫装8	7450	29800	212	3	3	-1	-1	Spear4_4	枪棒类	1037	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	3	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401058	1	4	1	58	0	402	2	-1	-1	古苍	90	悲红古道蚩尤首，狂魔煞意对古苍。	9950	39800	225	3	3	-1	-1	Spear3_6	枪棒类	1038	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	4	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401059	1	4	1	59	0	52	2	-1	-1	任务装10	100	任务装和紫装10	16000	64000	237	3	3	-1	-1	Spear4_4	枪棒类	1039	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	4	-1	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401060	1	4	1	60	0	408	2	15	2	月影杖	22	月影杖	540	2160	137	3	3	-1	-1	Lining_4	枪棒类	1031	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401061	1	4	1	61	0	367	3	-1	-1	辕门卫士长枪	1	辕门卫士使用的普通长枪，做工粗糙	1000	1000	125	3	3	-1	-1	Spear1_3	枪棒类	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401062	1	4	1	62	0	373	3	-1	-1	嵩阳齐眉棍	18	嵩阳出产的齐眉棍，长约至眉，杀气渐现。	1000	1000	137	3	3	-1	-1	Spear1_9	枪棒类	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401063	1	4	1	63	0	376	3	-1	-1	典狱官	30	典狱官	1000	1000	150	3	3	-1	-1	Spear1_12	枪棒类	1031	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	132	-1	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401064	1	4	1	64	0	381	3	-1	-1	狼人赶猪枪	40	狼人专用赶猪的兵器，柄长刃尖，可横扫千军。	1000	1000	162	3	3	-1	-1	Spear2_1	枪棒类	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	1	-1	6	-1	-1	-1	-1	-1	-1	-1	162	-1	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401065	1	4	1	65	0	389	3	-1	-1	吸水提炉枪	48	吸水提炉枪	1000	1000	175	3	3	-1	-1	Spear2_14	枪棒类	1031	1	-1	-1	-1	-1	-1	-1	-1	79	-1	-1	79	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	162	-1	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401066	1	4	1	66	0	384	3	-1	-1	圆月驼龙枪	55	圆月村的剑师所铸的驼龙枪，杀人于无形。	1000	1000	187	3	3	-1	-1	Spear2_4	枪棒类	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	12	-1	4	-1	-1	-1	-1	-1	-1	-1	192	-1	64	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401067	1	4	1	67	0	376	3	-1	-1	精制玄铁长枪	78	精制玄铁长枪	1000	1000	200	3	3	-1	-1	Spear1_12	枪棒类	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	252	-1	84	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401068	1	4	1	68	0	394	3	-1	-1	八宝沥泉枪	87	八宝沥泉枪	1000	1000	212	3	3	-1	-1	Spear2_15	枪棒类	1031	1	-1	-1	-1	-1	-1	-1	-1	388	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	282	-1	94	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401069	1	4	1	69	0	404	3	-1	-1	九转蟠龙亮银枪	94	九转蟠龙亮银枪	1000	1000	225	3	3	-1	-1	Spear3_8	枪棒类	1031	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	19	-1	-1	-1	-1	-1	9	-1	9	9	9	-1	-1	-1	-1	-1	-1	-1	312	-1	104	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10401070	1	4	1	70	0	400	3	-1	-1	落影追魂枪	98	白苗族的神器，据说藏有白苗一族的上古遗训。	1000	1000	237	3	3	-1	-1	Spear3_4	枪棒类	1031	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	55	-1	4	-1	4	-1	-1	-1	-1	-1	-1	-1	312	-1	104	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10401071	1	4	1	71	0	409	3	-1	-1	霸王	99	霸王	1000	1000	237	3	3	-1	-1	Spear3_13	枪棒类	1031	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	50	-1	-1	-1	-1	-1	-1	-1	312	-1	104	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10402001	1	4	2	1	0	457	1	-1	-1	寒光长剑	10	一剑削十大钉，皆截，剑无纤迹，用力屈之如钩，纵之铿锵有声，复直如弦。	180	720	125	3	3	-1	-1	Sword1_3	单短类	1040	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402006	1	4	2	6	0	459	1	-1	-1	太康长剑	20	夏王太康命人用精铜所铸，剑身三尺二寸，取意天下太平安康之意。	540	2160	137	3	3	-1	-1	Sword1_5	单短类	1041	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402011	1	4	2	11	0	465	1	-1	-1	青冥长剑	30	周穆王时西戎献，链钢，长欠有咫，用之切玉如泥。	1150	4600	150	3	3	-1	-1	Sword1_11	单短类	1042	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402016	1	4	2	16	0	467	1	-1	-1	飞月长剑	40	剑身隐泛青光，削铁如泥的宝剑，剑刃上有奇异的花纹，目视则心生寒意。	1780	7120	162	3	3	-1	-1	Sword1_13	单短类	1043	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402021	1	4	2	21	0	473	1	-1	-1	龙鳞长剑	50	据传为陶弘景造，金银铜锡铁五色合为之，锋刃薄利，寒光流转。	2700	10800	175	3	3	-1	-1	Sword2_3	单短类	1044	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402026	1	4	2	26	0	478	2	-1	-1	五彩长剑	60	锋光幽蓝，精悍，剑快如风，杀人于不备。	3850	15400	187	3	3	-1	-1	Sword2_8	单短类	1045	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402031	1	4	2	31	0	482	2	-1	-1	昆吾长剑	70	与太合剑剑齐名的神兵，削铁如泥，锋利无比，剑柄上有金嵌的“昆吾”二字。	5570	22280	200	3	3	-1	-1	Sword2_12	单短类	1046	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402036	1	4	2	36	0	487	2	-1	-1	龙血长剑	80	春秋时期铸剑大师欧冶子所铸，光华如芙蓉始出，剑锋断岩如发，乃天下尊贵无双之剑。	7450	29800	212	3	3	-1	-1	Sword3_1	单短类	1047	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402041	1	4	2	41	0	493	2	-1	-1	绝仙长刀	90	这把通体碧色，浑然无迹的长剑让人感到的不是它的锋利，而是它的宽厚和慈祥，乃天下之仁道第一刀。	9950	39800	225	3	3	-1	-1	Sword3_7	单短类	1048	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402046	1	4	2	46	0	497	2	-1	-1	诛天长剑	100	传说天下第一铸造师得赤堇山之锡，若耶溪之铜，经雨洒雷击，得天地精华所成，得之得天下。	16000	64000	237	3	3	-1	-1	Sword3_11	单短类	1049	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402050	1	4	2	50	0	155	2	-1	-1	任务装1	10	任务装和紫装1	180	720	125	3	3	-1	-1	Sword4_3	单短类	1050	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402051	1	4	2	51	0	140	2	-1	-1	任务装2	20	任务装和紫装2	540	2160	137	3	3	-1	-1	Sword4_3	单短类	1051	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402052	1	4	2	52	0	151	2	-1	-1	任务装3	30	任务装和紫装3	1150	4600	150	3	3	-1	-1	Sword4_3	单短类	1052	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	-1	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402053	1	4	2	53	0	156	2	-1	-1	任务装4	40	任务装和紫装4	1780	7120	162	3	3	-1	-1	Sword4_3	单短类	1053	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	2	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402054	1	4	2	54	0	177	2	-1	-1	任务装5	50	任务装和紫装5	2700	10800	175	3	3	-1	-1	Sword4_3	单短类	1054	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	108	-1	108	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402055	1	4	2	55	0	494	2	-1	-1	琅玡	60	江湖小辈炉边话，隐宿当年琅玡行。	3850	15400	187	3	3	-1	-1	Sword3_8	单短类	1055	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	2	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10402056	1	4	2	56	0	179	2	-1	-1	任务装7	70	任务装和紫装7	5570	22280	200	3	3	-1	-1	Sword4_3	单短类	1056	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	3	-1	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	148	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402057	1	4	2	57	0	173	2	-1	-1	任务装8	80	任务装和紫装8	7450	29800	212	3	3	-1	-1	Sword4_3	单短类	1057	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	3	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402058	1	4	2	58	0	172	2	-1	-1	任务装9	90	任务装和紫装9	9950	39800	225	3	3	-1	-1	Sword4_3	单短类	1058	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	4	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402059	1	4	2	59	0	171	2	-1	-1	任务装10	100	任务装和紫装10	16000	64000	237	3	3	-1	-1	Sword4_3	单短类	1059	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	4	-1	-1	-1	-1	-1	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	208	-1	208	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10402060	1	4	2	60	0	596	2	12	2	干坤鼎	22	干坤鼎	540	2160	137	3	3	-1	-1	Lining_6	单短类	1059	1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	11	-1	-1	11	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10402061	1	4	2	61	0	600	2	13	2	天轮刀	22	天轮刀	540	2160	137	3	3	-1	-1	Lining_1	单短类	1011	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	48	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	0
10402062	1	4	2	62	0	457	3	-1	-1	辕门卫士长剑	1	辕门卫士使用的普通长剑，做工粗糙	1000	1000	125	3	3	-1	-1	Sword1_3	单短类	1011	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
