INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT
548	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
549	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
550	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
551	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
552	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
553	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
554	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
555	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
556	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
557	未使用	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
558	初级食材	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	22	1500	700901	-1	将10条初级鱼类、肉类，如：#G草鱼、鲫鱼、鲢鱼、青鱼、箭鱼、鲈鱼、新鲜肉、细嫩肉、前肘肉#W加工成为#G初级食材#W。#r#c54FF00（不消耗活力）	-1	-1
559	中级食材	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	22	1500	700901	-1	将10条中级鱼类、肉类，如：#G平鱼、鳝鱼、黑鱼、扁头鱼、油力鱼、秋刀鱼、后肘肉、前腿肉、后腿肉#W加工成为#G中级食材#W。#r#c54FF00（不消耗活力）	-1	-1
560	高级食材	-1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	22	1500	700901	-1	将10条高级鱼类、肉类，如：#G斗鱼、鲳鱼、银鱼、鲑鱼、梭鱼、光背鱼、钩鱼、摆鳍鱼、侧股肉、里脊肉、白条肉、肥肉等#W加工成为#G高级食材#W。#r#c54FF00（不消耗活力）	-1	-1
561	骑术：狮子	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：狮子	-1	-1
562	骑术：白狮	-1	-1	38	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	-1	-1	骑术：白狮	-1	-1
563	门派召集令	30501002	20	39	2	20502009	20	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	2	-1	-1	-1	-1	0	1	18	10000	-1	-1	门派召集令	-1	-1
564	棘皮帽图样	10210022	1	5	1	20105001	28	20103073	12	20103100	24	20308061	1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
565	蛇皮帽图样	10210024	1	5	1	20105002	32	20103074	16	20103100	27	20308062	1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
566	锦鼠帽图样	10210026	1	5	2	20105003	36	20103075	20	20103100	33	20308063	1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
567	灵狸帽图样	10210028	1	5	3	20105004	40	20103076	24	20103101	36	20308064	1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
568	璧月帽图样	10210030	1	5	4	20105005	44	20103077	28	20103101	39	20308065	1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
569	圣天帽图样	10210032	1	5	5	20105006	48	20103078	32	20103101	45	20308066	1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
570	赤瑶帽图样	10210034	1	5	6	20105007	52	20103079	36	20103102	64	20308067	1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
571	九霄帽图样	10210036	1	5	7	20105008	56	20103080	40	20103102	68	20308068	1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
572	玄魄羽帽图样	10210038	1	5	8	20105009	60	20103081	44	20103102	76	20308069	1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
573	噬麟圣冠图样	10210040	1	5	9	20105010	64	20103082	48	20103102	80	20308070	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
574	棘皮履图样	10211022	1	5	1	20105001	28	20103073	12	20103100	24	20308091	1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
575	蛇皮履图样	10211024	1	5	1	20105002	32	20103074	16	20103100	27	20308092	1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
576	锦鼠履图样	10211026	1	5	2	20105003	36	20103075	20	20103100	33	20308093	1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
577	地夕履图样	10211028	1	5	3	20105004	40	20103076	24	20103101	36	20308094	1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
578	璧月履图样	10211030	1	5	4	20105005	44	20103077	28	20103101	39	20308095	1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
579	圣天履图样	10211032	1	5	5	20105006	48	20103078	32	20103101	45	20308096	1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
580	赤瑶履图样	10211034	1	5	6	20105007	52	20103079	36	20103102	64	20308097	1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
581	九霄履图样	10211036	1	5	7	20105008	56	20103080	40	20103102	68	20308098	1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
582	玄魄仙履图样	10211038	1	5	8	20105009	60	20103081	44	20103102	76	20308099	1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
583	噬麟圣履图样	10211040	1	5	9	20105010	64	20103082	48	20103102	80	20308100	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
584	棘皮护手图样	10212022	1	5	1	20105001	28	20103073	12	20103100	24	20308081	1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
585	蛇皮护手图样	10212024	1	5	1	20105002	32	20103074	16	20103100	27	20308082	1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
586	锦鼠护手图样	10212026	1	5	2	20105003	36	20103075	20	20103100	33	20308083	1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
587	地夕护手图样	10212028	1	5	3	20105004	40	20103076	24	20103101	36	20308084	1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
588	璧月护手图样	10212030	1	5	4	20105005	44	20103077	28	20103101	39	20308085	1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
589	圣天护手图样	10212032	1	5	5	20105006	48	20103078	32	20103101	45	20308086	1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
590	赤瑶护手图样	10212034	1	5	6	20105007	52	20103079	36	20103102	64	20308087	1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
591	九霄护手图样	10212036	1	5	7	20105008	56	20103080	40	20103102	68	20308088	1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
592	玄魄麟手图样	10212038	1	5	8	20105009	60	20103081	44	20103102	76	20308089	1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
593	噬麟玄手图样	10212040	1	5	9	20105010	64	20103082	48	20103102	80	20308090	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
594	棘皮裘图样	10213022	1	5	1	20105001	28	20103073	12	20103100	24	20308071	1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
595	蛇皮裘图样	10213024	1	5	1	20105002	32	20103074	16	20103100	27	20308072	1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
596	锦鼠裘图样	10213026	1	5	2	20105003	36	20103075	20	20103100	33	20308073	1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
597	地夕裘图样	10213028	1	5	3	20105004	40	20103076	24	20103101	36	20308074	1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
598	璧月裘图样	10213030	1	5	4	20105005	44	20103077	28	20103101	39	20308075	1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
599	圣天裘图样	10213032	1	5	5	20105006	48	20103078	32	20103101	45	20308076	1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
600	赤瑶裘图样	10213034	1	5	6	20105007	52	20103079	36	20103102	64	20308077	1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
601	九霄裘图样	10213036	1	5	7	20105008	56	20103080	40	20103102	68	20308078	1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
602	玄魄天裘图样	10213038	1	5	8	20105009	60	20103081	44	20103102	76	20308079	1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
603	噬麟圣裘图样	10213040	1	5	9	20105010	64	20103082	48	20103102	80	20308080	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
604	宿铁盔图样	10210042	1	5	1	20105001	28	20103073	12	20103100	24	20308061	1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
605	赤钢盔图样	10210044	1	5	1	20105002	32	20103074	16	20103100	27	20308062	1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
606	赤钢盔图样	10210046	1	5	2	20105003	36	20103075	20	20103100	33	20308063	1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
607	玄云盔图样	10210048	1	5	3	20105004	40	20103076	24	20103101	36	20308064	1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
608	宿影盔图样	10210050	1	5	4	20105005	44	20103077	28	20103101	39	20308065	1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
609	鸾暮盔图样	10210052	1	5	5	20105006	48	20103078	32	20103101	45	20308066	1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
610	隐狼盔图样	10210054	1	5	6	20105007	52	20103079	36	20103102	64	20308067	1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
611	碎魄盔图样	10210056	1	5	7	20105008	56	20103080	40	20103102	68	20308068	1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
612	哀凰天盔图样	10210058	1	5	8	20105009	60	20103081	44	20103102	76	20308069	1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
613	凶陌圣盔图样	10210060	1	5	9	20105010	64	20103082	48	20103102	80	20308070	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	我填了	7	-1
614	宿铁靴图样	10211042	1	5	1	20105001	28	20103073	12	20103100	24	20308091	1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
615	赤钢靴图样	10211044	1	5	1	20105002	32	20103074	16	20103100	27	20308092	1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
616	雪沐靴图样	10211046	1	5	2	20105003	36	20103075	20	20103100	33	20308093	1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
617	玄云靴图样	10211048	1	5	3	20105004	40	20103076	24	20103101	36	20308094	1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
618	宿影靴图样	10211050	1	5	4	20105005	44	20103077	28	20103101	39	20308095	1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
619	鸾暮靴图样	10211052	1	5	5	20105006	48	20103078	32	20103101	45	20308096	1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
620	隐狼靴图样	10211054	1	5	6	20105007	52	20103079	36	20103102	64	20308097	1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
621	碎魄靴图样	10211056	1	5	7	20105008	56	20103080	40	20103102	68	20308098	1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
622	哀凰天靴图样	10211058	1	5	8	20105009	60	20103081	44	20103102	76	20308099	1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
623	凶陌圣靴图样	10211060	1	5	9	20105010	64	20103082	48	20103102	80	20308100	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	我填了	7	-1
624	宿铁掌图样	10212042	1	5	1	20105001	28	20103073	12	20103100	24	20308081	1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
625	赤钢掌图样	10212044	1	5	1	20105002	32	20103074	16	20103100	27	20308082	1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
626	雪沐掌图样	10212046	1	5	2	20105003	36	20103075	20	20103100	33	20308083	1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
627	玄云掌图样	10212048	1	5	3	20105004	40	20103076	24	20103101	36	20308084	1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
628	宿影掌图样	10212050	1	5	4	20105005	44	20103077	28	20103101	39	20308085	1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
629	鸾暮掌图样	10212052	1	5	5	20105006	48	20103078	32	20103101	45	20308086	1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
630	隐狼掌图样	10212054	1	5	6	20105007	52	20103079	36	20103102	64	20308087	1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
631	碎魄掌图样	10212056	1	5	7	20105008	56	20103080	40	20103102	68	20308088	1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
632	哀凰天掌图样	10212058	1	5	8	20105009	60	20103081	44	20103102	76	20308089	1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
633	凶陌圣掌图样	10212060	1	5	9	20105010	64	20103082	48	20103102	80	20308090	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	9	3000	-1	-1	我填了	7	-1
634	宿铁铠图样	10213042	1	5	1	20105001	28	20103073	12	20103100	24	20308071	1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
635	赤钢铠图样	10213044	1	5	1	20105002	32	20103074	16	20103100	27	20308072	1	-1	-1	20	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
636	雪沐铠图样	10213046	1	5	2	20105003	36	20103075	20	20103100	33	20308073	1	-1	-1	25	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
637	玄云铠图样	10213048	1	5	3	20105004	40	20103076	24	20103101	36	20308074	1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
638	宿影铠图样	10213050	1	5	4	20105005	44	20103077	28	20103101	39	20308075	1	-1	-1	40	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
639	鸾暮铠图样	10213052	1	5	5	20105006	48	20103078	32	20103101	45	20308076	1	-1	-1	45	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
640	隐狼铠图样	10213054	1	5	6	20105007	52	20103079	36	20103102	64	20308077	1	-1	-1	50	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
641	碎魄铠图样	10213056	1	5	7	20105008	56	20103080	40	20103102	68	20308078	1	-1	-1	60	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
642	哀凰天铠图样	10213058	1	5	8	20105009	60	20103081	44	20103102	76	20308079	1	-1	-1	65	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
643	凶陌圣甲图样	10213060	1	5	9	20105010	64	20103082	48	20103102	80	20308080	1	-1	-1	70	-1	-1	-1	-1	-1	-1	0	1	8	3000	-1	-1	我填了	7	-1
644	#cFF0000驰马图样	10200026	1	46	1	20308161	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	1	-1	-1	我填了	7	0
645	#cFF0000藏因长刃图样	10200027	1	46	1	20308162	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	1	-1	-1	我填了	7	0
646	月牙开山斧图样	10200013	1	46	1	20308003	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	1	-1	-1	我填了	7	0
647	宝光车轮斧图样	10200014	1	46	1	20308004	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	1	-1	-1	我填了	7	0
648	五行日月铲图样	10200015	1	46	1	20308005	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	1	-1	-1	我填了	7	0
649	金顶枣阳槊图样	10200016	1	46	1	20308006	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	1	-1	-1	我填了	7	0
650	朱雀劈天斧图样	10200017	1	46	1	20308007	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	1	-1	-1	我填了	7	0
651	黍离图样	10200018	1	46	1	20308008	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	1	-1	-1	我填了	7	0
652	祸福图样	10200019	1	46	1	20308009	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	1	-1	-1	我填了	7	0
653	百战图样	10200020	1	46	1	20308010	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	1	-1	-1	我填了	7	0
654	#cFF0000鹿鸣枪图样	10201026	1	46	1	20308163	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	2	1	-1	-1	我填了	7	0
655	#cFF0000月白图样	10201027	1	46	1	20308164	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	2	1	-1	-1	我填了	7	0
656	青玉腾龙枪图样	10201013	1	46	1	20308013	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	2	1	-1	-1	我填了	7	0
657	三股烈焰叉图样	10201014	1	46	1	20308014	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	2	1	-1	-1	我填了	7	0
658	虎尾錾金枪图样	10201015	1	46	1	20308015	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	2	1	-1	-1	我填了	7	0
659	五毒透骨枪图样	10201016	1	46	1	20308016	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	2	1	-1	-1	我填了	7	0
660	暴雨灭魂枪图样	10201017	1	46	1	20308017	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	2	1	-1	-1	我填了	7	0
661	掣星穿天图样	10201018	1	46	1	20308018	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	2	1	-1	-1	我填了	7	0
662	断肠图样	10201019	1	46	1	20308019	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	2	1	-1	-1	我填了	7	0
663	未央图样	10201020	1	46	1	20308020	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	2	1	-1	-1	我填了	7	0
664	#cFF0000启明图样	10202026	1	46	1	20308165	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	3	1	-1	-1	我填了	7	0
665	#cFF0000寒姜图样	10202027	1	46	1	20308166	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	3	1	-1	-1	我填了	7	0
666	破军剑图样	10202013	1	46	1	20308023	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	3	1	-1	-1	我填了	7	0
667	吴钩剑图样	10202014	1	46	1	20308024	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	3	1	-1	-1	我填了	7	0
668	闭月羞光剑图样	10202015	1	46	1	20308025	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	3	1	-1	-1	我填了	7	0
669	断玉剑图样	10202016	1	46	1	20308026	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	3	1	-1	-1	我填了	7	0
670	天瀑剑图样	10202017	1	46	1	20308027	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	3	1	-1	-1	我填了	7	0
671	赤霄白帝图样	10202018	1	46	1	20308028	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	3	1	-1	-1	我填了	7	0
672	工布图样	10202019	1	46	1	20308029	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	3	1	-1	-1	我填了	7	0
673	龙渊图样	10202020	1	46	1	20308030	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	3	1	-1	-1	我填了	7	0
674	#cFF0000君天图样	10203026	1	46	1	20308167	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	1	-1	-1	我填了	7	0
675	#cFF0000古兰图样	10203027	1	46	1	20308168	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	1	-1	-1	我填了	7	0
676	星辰双剑图样	10203013	1	46	1	20308033	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	1	-1	-1	我填了	7	0
677	三星峨嵋刺图样	10203014	1	46	1	20308034	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	1	-1	-1	我填了	7	0
678	春秋双刀图样	10203015	1	46	1	20308035	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	1	-1	-1	我填了	7	0
679	殊流双斧图样	10203016	1	46	1	20308036	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	1	-1	-1	我填了	7	0
680	秋水雁翎双刀图样	10203017	1	46	1	20308037	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	1	-1	-1	我填了	7	0
681	霜天晓角图样	10203018	1	46	1	20308038	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	1	-1	-1	我填了	7	0
682	云追月图样	10203019	1	46	1	20308039	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	1	-1	-1	我填了	7	0
683	苍龙图样	10203020	1	46	1	20308040	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	1	-1	-1	我填了	7	0
684	#cFF0000珊瑚扇图样	10204026	1	46	1	20308169	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	1	-1	-1	我填了	7	0
685	#cFF0000忘川扇图样	10204027	1	46	1	20308170	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	1	-1	-1	我填了	7	0
686	白羽扇图样	10204013	1	46	1	20308043	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	1	-1	-1	我填了	7	0
687	清心扇图样	10204014	1	46	1	20308044	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	1	-1	-1	我填了	7	0
688	铁骨扇图样	10204015	1	46	1	20308045	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	1	-1	-1	我填了	7	0
689	水镜扇图样	10204016	1	46	1	20308046	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	1	-1	-1	我填了	7	0
