INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1039505	101	10	0	1	0	1	128	74	阿碧任务	#{RW_20080321_657}	#{RW_20080321_665}	#{RW_20080321_673}	#{RW_20080321_675}			0	1	阿碧	0	30	-1	-1	-1	1	龙泉豹	0	40004374	100	5																							97	1	你和阿碧的关系上升了1点。	2	你和阿碧的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039506	101	10	0	1	0	1	128	74	阿碧任务	#{RW_20080321_658}	#{RW_20080321_666}	#{RW_20080321_673}	#{RW_20080321_675}			0	1	阿碧	0	40	-1	-1	-1	1	红枫熊	0	40004375	100	8																							97	1	你和阿碧的关系上升了1点。	2	你和阿碧的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039507	101	10	0	1	0	1	128	74	阿碧任务	#{RW_20080321_659}	#{RW_20080321_667}	#{RW_20080321_673}	#{RW_20080321_675}			0	1	阿碧	0	50	-1	-1	-1	1	棕熊	0	40004376	100	8																							97	1	你和阿碧的关系上升了1点。	2	你和阿碧的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039508	101	10	0	1	0	1	128	74	阿碧任务	#{RW_20080321_660}	#{RW_20080321_668}	#{RW_20080321_673}	#{RW_20080321_675}			0	1	阿碧	0	60	-1	-1	-1	1	丛林野人	0	40004377	100	11																							97	1	你和阿碧的关系上升了1点。	2	你和阿碧的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039509	101	10	0	1	0	1	128	74	阿碧任务	#{RW_20080321_661}	#{RW_20080321_669}	#{RW_20080321_673}	#{RW_20080321_675}			0	1	阿碧	0	70	-1	-1	-1	1	白狼王	0	40004378	100	11																							97	1	你和阿碧的关系上升了1点。	2	你和阿碧的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039510	101	10	0	1	0	1	128	74	阿碧任务	#{RW_20080321_662}	#{RW_20080321_670}	#{RW_20080321_673}	#{RW_20080321_675}			0	1	阿碧	0	80	-1	-1	-1	1	黑沼豹	0	40004379	100	15																							97	1	你和阿碧的关系上升了1点。	2	你和阿碧的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039511	101	10	0	1	0	1	128	74	阿碧任务	#{RW_20080321_663}	#{RW_20080321_671}	#{RW_20080321_673}	#{RW_20080321_675}			0	1	阿碧	0	90	-1	-1	-1	1	沼泽鳄鱼	0	40004380	100	15																							97	1	你和阿碧的关系上升了1点。	2	你和阿碧的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
##鸠摩智任务																																																																																						
1039550	101	10	0	1	0	1	62	98	鸠摩智任务	找一把扇环交给#G敦煌#W的#R鸠摩智#{_INFOAIM62,98,8,鸠摩智}。这把扇环可以是%i之中的任何一把。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    老衲回吐蕃国之前，想要带一些风雅之物，如扇环之类，你能帮我找一把来吗？只要找到%i之中的任何一把就可以了。	#{RW_20080321_678}	#{RW_20080321_679}			0	8	鸠摩智	0	60	-1	-1	-1	1		2	56	100	1																							103	1	你和鸠摩智的关系上升了1点。	2	你和鸠摩智的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039551	101	10	0	1	0	1	62	98	鸠摩智任务	找一把扇环交给#G敦煌#W的#R鸠摩智#{_INFOAIM62,98,8,鸠摩智}。这把扇环可以是%i之中的任何一把。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    老衲回吐蕃国之前，想要带一些风雅之物，如扇环之类，你能帮我找一把来吗？只要找到%i之中的任何一把就可以了。	#{RW_20080321_678}	#{RW_20080321_679}			0	8	鸠摩智	0	60	-1	-1	-1	1		2	57	100	1																							103	1	你和鸠摩智的关系上升了1点。	2	你和鸠摩智的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039552	101	10	0	1	0	1	62	98	鸠摩智任务	找一把扇环交给#G敦煌#W的#R鸠摩智#{_INFOAIM62,98,8,鸠摩智}。这把扇环可以是%i之中的任何一把。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    老衲回吐蕃国之前，想要带一些风雅之物，如扇环之类，你能帮我找一把来吗？只要找到%i之中的任何一把就可以了。	#{RW_20080321_678}	#{RW_20080321_679}			0	8	鸠摩智	0	60	-1	-1	-1	1		2	58	100	1																							103	1	你和鸠摩智的关系上升了1点。	2	你和鸠摩智的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039553	101	10	0	1	0	1	62	98	鸠摩智任务	找一把扇环交给#G敦煌#W的#R鸠摩智#{_INFOAIM62,98,8,鸠摩智}。这把扇环可以是%i之中的任何一把。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    老衲回吐蕃国之前，想要带一些风雅之物，如扇环之类，你能帮我找一把来吗？只要找到%i之中的任何一把就可以了。	#{RW_20080321_678}	#{RW_20080321_679}			0	8	鸠摩智	0	60	-1	-1	-1	1		2	59	100	1																							103	1	你和鸠摩智的关系上升了1点。	2	你和鸠摩智的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039554	101	10	0	1	0	1	62	98	鸠摩智任务	找一把扇环交给#G敦煌#W的#R鸠摩智#{_INFOAIM62,98,8,鸠摩智}。这把扇环可以是%i之中的任何一把。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    老衲回吐蕃国之前，想要带一些风雅之物，如扇环之类，你能帮我找一把来吗？只要找到%i之中的任何一把就可以了。	#{RW_20080321_678}	#{RW_20080321_679}			0	8	鸠摩智	0	60	-1	-1	-1	1		2	60	100	1																							103	1	你和鸠摩智的关系上升了1点。	2	你和鸠摩智的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
##钟灵任务																																																																																						
1039600	101	10	0	1	0	1	250	168	钟灵任务	找一双鞋子交给#G无量山#W的#R钟灵#W#{_INFOAIM250,168,6,钟灵}。这双鞋可以是%i之中的任何一双。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我的鞋儿让段誉哥哥拿走了，现在我没有鞋穿呢！你能帮我找一双鞋来吗？只要找到%i之中的任何一双就可以了。	#{RW_20080321_698}	#{RW_20080321_699}			0	6	钟灵	0	20	-1	-1	-1	1		2	11	100	1																							93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039601	101	10	0	1	0	1	250	168	钟灵任务	找一双鞋子交给#G无量山#W的#R钟灵#W#{_INFOAIM250,168,6,钟灵}。这双鞋可以是%i之中的任何一双。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我的鞋儿让段誉哥哥拿走了，现在我没有鞋穿呢！你能帮我找一双鞋来吗？只要找到%i之中的任何一双就可以了。	#{RW_20080321_698}	#{RW_20080321_699}			0	6	钟灵	0	20	-1	-1	-1	1		2	12	100	1																							93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039602	101	10	0	1	0	1	250	168	钟灵任务	找一双鞋子交给#G无量山#W的#R钟灵#W#{_INFOAIM250,168,6,钟灵}。这双鞋可以是%i之中的任何一双。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我的鞋儿让段誉哥哥拿走了，现在我没有鞋穿呢！你能帮我找一双鞋来吗？只要找到%i之中的任何一双就可以了。	#{RW_20080321_698}	#{RW_20080321_699}			0	6	钟灵	0	20	-1	-1	-1	1		2	13	100	1																							93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039603	101	10	0	1	0	1	250	168	钟灵任务	找一双鞋子交给#G无量山#W的#R钟灵#W#{_INFOAIM250,168,6,钟灵}。这双鞋可以是%i之中的任何一双。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我的鞋儿让段誉哥哥拿走了，现在我没有鞋穿呢！你能帮我找一双鞋来吗？只要找到%i之中的任何一双就可以了。	#{RW_20080321_698}	#{RW_20080321_699}			0	6	钟灵	0	20	-1	-1	-1	1		2	14	100	1																							93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039604	101	10	0	1	0	1	250	168	钟灵任务	找一双鞋子交给#G无量山#W的#R钟灵#W#{_INFOAIM250,168,6,钟灵}。这双鞋可以是%i之中的任何一双。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我的鞋儿让段誉哥哥拿走了，现在我没有鞋穿呢！你能帮我找一双鞋来吗？只要找到%i之中的任何一双就可以了。	#{RW_20080321_698}	#{RW_20080321_699}			0	6	钟灵	0	20	-1	-1	-1	1		2	15	100	1																							93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039605	101	10	0	1	0	1	250	168	钟灵任务	#{RW_20080321_681}	#{RW_20080321_690}	#{RW_20080321_653}	#{RW_20080321_700}			0	6	钟灵	0	20	-1	-1	-1	1	赤脚野人	0	40004333	100	2																							93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039606	101	10	0	1	0	1	250	168	钟灵任务	#{RW_20080321_682}	#{RW_20080321_691}	#{RW_20080321_653}	#{RW_20080321_700}			0	6	钟灵	0	30	-1	-1	-1	1	拦路水鬼	0	40004334	100	2																							93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039607	101	10	0	1	0	1	250	168	钟灵任务	#{RW_20080321_683}	#{RW_20080321_692}	#{RW_20080321_653}	#{RW_20080321_700}			0	6	钟灵	0	40	-1	-1	-1	1	秦家寨劫匪	0	40004335	100	3																							93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039608	101	10	0	1	0	1	250	168	钟灵任务	#{RW_20080321_684}	#{RW_20080321_693}	#{RW_20080321_653}	#{RW_20080321_700}			0	6	钟灵	0	50	-1	-1	-1	1	山越盗匪	0	40004336	100	3																							93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039609	101	10	0	1	0	1	250	168	钟灵任务	#{RW_20080321_685}	#{RW_20080321_694}	#{RW_20080321_653}	#{RW_20080321_700}			0	6	钟灵	0	60	-1	-1	-1	1	丛林野人	0	40004337	100	4																							93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039610	101	10	0	1	0	1	250	168	钟灵任务	#{RW_20080321_686}	#{RW_20080321_695}	#{RW_20080321_653}	#{RW_20080321_700}			0	6	钟灵	0	70	-1	-1	-1	1	黑衣马匪	0	40004338	100	4																							93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039611	101	10	0	1	0	1	250	168	钟灵任务	#{RW_20080321_687}	#{RW_20080321_696}	#{RW_20080321_653}	#{RW_20080321_700}			0	6	钟灵	0	80	-1	-1	-1	1	藤甲贼	0	40004339	100	6																							93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039612	101	10	0	1	0	1	250	168	钟灵任务	#{RW_20080321_688}	#{RW_20080321_697}	#{RW_20080321_653}	#{RW_20080321_700}			0	6	钟灵	0	90	-1	-1	-1	1	永夜修罗	0	40004340	100	6																							93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
##虚竹任务																																																																																						
1039650	101	10	0	1	0	1	54	265	虚竹任务	找一副手套交给#G大理城#W的#R叶二娘#W#{_INFOAIM54,266,2,叶二娘}。这副手套可以是%i之中的任何一副。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    那天我见到我的孩儿虚竹了。可是我平生作恶多端，哪有面目去抚摸我的亲生孩儿！你能帮我找一双手套来吗？只要找到%i之中的任何一双就可以了。	#{RW_20080321_703}	#{RW_20080321_699}			0	2	叶二娘	0	60	-1	-1	-1	1		2	51	100	1																							102	1	你和虚竹的关系上升了1点。	2	你和虚竹的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039651	101	10	0	1	0	1	54	265	虚竹任务	找一副手套交给#G大理城#W的#R叶二娘#W#{_INFOAIM54,266,2,叶二娘}。这副手套可以是%i之中的任何一副。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    那天我见到我的孩儿虚竹了。可是我平生作恶多端，哪有面目去抚摸我的亲生孩儿！你能帮我找一双手套来吗？只要找到%i之中的任何一双就可以了。	#{RW_20080321_703}	#{RW_20080321_699}			0	2	叶二娘	0	60	-1	-1	-1	1		2	52	100	1																							102	1	你和虚竹的关系上升了1点。	2	你和虚竹的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039652	101	10	0	1	0	1	54	265	虚竹任务	找一副手套交给#G大理城#W的#R叶二娘#W#{_INFOAIM54,266,2,叶二娘}。这副手套可以是%i之中的任何一副。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    那天我见到我的孩儿虚竹了。可是我平生作恶多端，哪有面目去抚摸我的亲生孩儿！你能帮我找一双手套来吗？只要找到%i之中的任何一双就可以了。	#{RW_20080321_703}	#{RW_20080321_699}			0	2	叶二娘	0	60	-1	-1	-1	1		2	53	100	1																							102	1	你和虚竹的关系上升了1点。	2	你和虚竹的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039653	101	10	0	1	0	1	54	265	虚竹任务	找一副手套交给#G大理城#W的#R叶二娘#W#{_INFOAIM54,266,2,叶二娘}。这副手套可以是%i之中的任何一副。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    那天我见到我的孩儿虚竹了。可是我平生作恶多端，哪有面目去抚摸我的亲生孩儿！你能帮我找一双手套来吗？只要找到%i之中的任何一双就可以了。	#{RW_20080321_703}	#{RW_20080321_699}			0	2	叶二娘	0	60	-1	-1	-1	1		2	54	100	1																							102	1	你和虚竹的关系上升了1点。	2	你和虚竹的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
1039654	101	10	0	1	0	1	54	265	虚竹任务	找一副手套交给#G大理城#W的#R叶二娘#W#{_INFOAIM54,266,2,叶二娘}。这副手套可以是%i之中的任何一副。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    那天我见到我的孩儿虚竹了。可是我平生作恶多端，哪有面目去抚摸我的亲生孩儿！你能帮我找一双手套来吗？只要找到%i之中的任何一双就可以了。	#{RW_20080321_703}	#{RW_20080321_699}			0	2	叶二娘	0	60	-1	-1	-1	1		2	55	100	1																							102	1	你和虚竹的关系上升了1点。	2	你和虚竹的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											
#盐湖																																																																																						
1039660	734	56	0	1	0	0	48	34	旺财	#{WC_20080228_25}	#{WC_20080228_26}	#{WC_20080228_27}	#{WC_20080228_28}	415	杨元	0	415	杨元	0	83	-1	-1	-1	1	偃师监工	0	40004439	10	1																					45000	42000																																			1009111
1039661	735	56	0	1	0	0	176	194	傀儡木人	#{KLMR_20080228_29}	#{KLMR_20080228_30}	#{KLMR_20080228_31}	#{KLMR_20080228_32}	415	王思嘉	0	415	王思嘉	0	83	-1	-1	-1	1	挖盐木人	0	40004441	30	10																					47000	46000																																			
1039662	736	56	0	1	0	0	31	42	鳄毒膏	#{EDG_20080228_33}	#{EDG_20080228_34}	#{EDG_20080228_35}	#{EDG_20080228_36}	415	李若水	0	415	李若水	0	83	-1	-1	-1	1	盐湖鳄鱼	0	40004440	30	10																					48000	50000																			30001013	2	30002007	2													
#银皑雪原任务																																																																																						
1039700	741	57	0	1	0	0	53	219	思乡情怯	#{Mis_XYCJ_20080227_15}	#{Mis_XYCJ_20080227_16}	#{Mis_XYCJ_20080227_17}	#{Mis_XYCJ_20080227_18}	188	周游	0	188	周游	0	73	737	-1	-1	1	雪原狼	0	40004443	20	10																					51000	28000																																			
#30-50引导任务																																																																																						
1039800	435	12	0	1	0	0	170	138	寻找万灵石	#{YD_20080421_99}	#{YD_20080421_100}	#{YD_20080421_171}	#{YD_20080421_101}	1	梁师成	0	1	梁师成	0	42	434	-1	-1	1		0	20309012	100	5																					4657	18630																			10412003	1	10414024	1													1018718
1039801	439	11	0	1	0	0	254	145	天地奇物	#{YD_20080421_109}	#{YD_20080421_110}	#{YD_20080421_172}	#{YD_20080421_111}	0	芮福祥	0	0	芮福祥	0	45	438	-1	-1	1		0	30505017	100	8																					6151	24607																																			1018719
1039802	479	59	0	1	0	0	280	60	燕弦之玉	#{YD_20080421_140}	#{YD_20080421_141}	燕弦玉是我最爱！	#{YD_20080421_142}	159	燕别秋	0	19	穆岛	0	48	478	-1	-1	1		0	20310000	100	1																					2000	8002																			10410001	1	10420004	1	10422013	1	10423021	1									
