INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1010244	101	10	0	1	0	1	106	133	木婉清任务	    去找%n打听段誉的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我听说%n有了段誉的下落，你帮我去问问吧。	1	#{RW_20080317_82}	#{RW_20080317_83}			2	木婉清		82	1	39;40;41;42;43	30	-1	-1	-1	0	0	92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1010245	101	10	0	1	0	1	106	133	木婉清任务	    去找%n打听段誉的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我听说%n有了段誉的下落，你帮我去问问吧。	1	#{RW_20080317_82}	#{RW_20080317_83}			2	木婉清		83	1	39;40;41;42;43	40	-1	-1	-1	0	0	92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1010246	101	10	0	1	0	1	106	133	木婉清任务	    去找%n打听段誉的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我听说%n有了段誉的下落，你帮我去问问吧。	1	#{RW_20080317_82}	#{RW_20080317_83}			2	木婉清		84	1	39;40;41;42;43	50	-1	-1	-1	0	0	92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1010247	101	10	0	1	0	1	106	133	木婉清任务	    去找%n打听段誉的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我听说%n有了段誉的下落，你帮我去问问吧。	1	#{RW_20080317_82}	#{RW_20080317_83}			2	木婉清		85	1	39;40;41;42;43	60	-1	-1	-1	0	0	92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1010248	101	10	0	1	0	1	106	133	木婉清任务	    去找%n打听段誉的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我听说%n有了段誉的下落，你帮我去问问吧。	1	#{RW_20080317_82}	#{RW_20080317_83}			2	木婉清		86	1	39;40;41;42;43	70	-1	-1	-1	0	0	92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1010249	101	10	0	1	0	1	106	133	木婉清任务	    去找%n打听段誉的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我听说%n有了段誉的下落，你帮我去问问吧。	1	#{RW_20080317_82}	#{RW_20080317_83}			2	木婉清		87	1	39;40;41;42;43	80	-1	-1	-1	0	0	92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1010250	101	10	0	1	0	1	106	133	木婉清任务	    去找%n打听段誉的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情循环任务。	    呃，我听说%n有了段誉的下落，你帮我去问问吧。	1	#{RW_20080317_82}	#{RW_20080317_83}			2	木婉清		88	1	39;40;41;42;43	90	-1	-1	-1	0	0	92	1	你和木婉清的关系上升了1点。	2	你和木婉清的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
#天山派的任务，只有天山能做哦																																																																															
1010251	946	28	0	1	0		262	46	三人并行	#{MIS_TAR_ADD_133}	#{mission_tianshan_skill_002}	0		#{RW_20080317_95}	2	王韶	18	种世衡	18	种世衡			30	945	-1	-1	4000	2000	-1																																																		
1010252	948	28	0	1	0		217	255	三生有幸	#{MIS_TAR_ADD_134}	#{mission_tianshan_skill_003}	0		#{RW_20080317_96}	18	种世衡	2	王韶	2	王韶			30	947	-1	-1	4000	2000	-1																																																		
#新添加的任务																																																																															
1010320	900	19	0	1	0		253	177	微薄之力	#{MIS_TAR_ADD_102}	#{MISS_ADD_001}	1	#{RW_20080317_97}	#{RW_20080317_102}	8	杨文广	8	回鹘王女	8	回鹘王女			10	-1	-1	-1	82	2400	-1																																		1	40002158	1	1													
1010321	901	19	0	1	0		252	144	湮灭	#{MIS_TAR_ADD_103}	#{MISS_ADD_002}	1	#{RW_20080317_98}	#{RW_20080317_103}	8	曹延惠	8	杨文广	8	杨文广			18	518	-1	-1	131	3200	-1																																																		
1010322	902	19	0	1	0		55	63	艺术	#{MIS_TAR_ADD_104}	#{MISS_ADD_003}	1	#{RW_20080317_99}	#{RW_20080317_104}	8	朱王礼	8	曹延惠	8	曹延惠			13	514	-1	-1	110	2000	-1																																																		1000023
1010323	903	14	0	1	0		181	81	回绝	#{MIS_TAR_ADD_105}	#{MISS_ADD_004}	1	#{RW_20080317_100}	#{RW_20080317_105}	3	柴进	3	陆凝霜	3	陆凝霜			15	464	-1	-1	180	3750	-1																																																		1030030
1010324	904	14	0	1	0		182	81	金丝香囊	#{MIS_TAR_ADD_106}	#{MISS_ADD_005}	1	#{RW_20080317_101}	#{RW_20080317_106}	3	萧让	3	陆松	3	陆松			18	467	-1	-1	90	4150	-1																																		1	40002159	1	1													
#75英雄任务																																																																															
1010350	310	55	0	1	0		0	0	古来英雄皆寂寞——叶二娘	#{MIS_TAR_ADD_136}	#{Mis_Hero_songxin}	0		#{RW_20080317_107}	0	司马光	-1	叶二娘	-1	叶二娘			75	251	-1	-1	5000	30000	-1																																																		
1010351	311	55	0	1	0		0	0	古来英雄皆寂寞——郑天寿	#{MIS_TAR_ADD_137}	#{Mis_Hero_songxin}	0		#{RW_20080317_108}	0	司马光	-1	郑天寿	-1	郑天寿			75	310	-1	-1	5000	30000	-1																																																		
1010352	312	55	0	1	0		0	0	古来英雄皆寂寞——月老	#{MIS_TAR_ADD_138}	#{Mis_Hero_songxin}	0		#{RW_20080317_109}	0	司马光	-1	月老	-1	月老			75	311	-1	-1	5000	30000	-1																																																		
1010353	313	55	0	1	0		0	0	古来英雄皆寂寞——萧远山	#{MIS_TAR_ADD_139}	#{Mis_Hero_songxin}	0		#{RW_20080317_110}	0	司马光	-1	萧远山	-1	萧远山			75	312	-1	-1	5000	30000	-1																																																		
1010354	314	55	0	1	0		0	0	古来英雄皆寂寞——晏畿道	#{MIS_TAR_ADD_140}	#{Mis_Hero_songxin}	0		#{RW_20080317_111}	0	司马光	-1	晏畿道	-1	晏畿道			75	313	-1	-1	5000	30000	-1																																																		
1010355	315	55	0	1	0		0	0	古来英雄皆寂寞——阮星竹	#{MIS_TAR_ADD_141}	#{Mis_Hero_songxin}	0		#{RW_20080317_112}	0	司马光	-1	阮星竹	-1	阮星竹			75	314	-1	-1	5000	30000	-1																																																		
1010356	316	55	0	1	0		0	0	古来英雄皆寂寞——萨鲁	#{MIS_TAR_ADD_142}	#{Mis_Hero_songxin}	0		#{RW_20080317_113}	0	司马光	-1	萨鲁	-1	萨鲁			75	315	-1	-1	5000	30000	-1																																																		
1010357	317	55	0	1	0		0	0	古来英雄皆寂寞——沈万三	#{MIS_TAR_ADD_143}	#{Mis_Hero_songxin}	0		#{RW_20080317_114}	0	司马光	-1	沈万三	-1	沈万三			75	316	-1	-1	5000	30000	-1																																																		
1010358	318	55	0	1	0		0	0	古来英雄皆寂寞——考官五	#{MIS_TAR_ADD_144}	#{Mis_Hero_songxin}	0		#{RW_20080317_115}	0	司马光	-1	考官五	-1	考官五			75	317	-1	-1	5000	30000	-1																																																		
1010359	319	55	0	1	0		0	0	古来英雄皆寂寞——郑无名	#{MIS_TAR_ADD_145}	#{Mis_Hero_songxin}	0		#{RW_20080317_116}	0	司马光	-1	郑无名	-1	郑无名			75	318	-1	-1	5000	30000	-1																																																		
1010360	320	55	0	1	0		0	0	古来英雄皆寂寞——伯颜	#{MIS_TAR_ADD_146}	#{Mis_Hero_songxin}	0		#{RW_20080317_117}	0	司马光	-1	伯颜	-1	伯颜			75	319	-1	-1	5000	30000	-1																																																		
1010361	321	55	0	1	0		0	0	古来英雄皆寂寞——段延庆	#{MIS_TAR_ADD_147}	#{Mis_Hero_songxin}	0		#{RW_20080317_118}	0	司马光	-1	段延庆	-1	段延庆			75	320	-1	-1	5000	30000	-1																																																		
1010362	322	55	0	1	0		0	0	古来英雄皆寂寞——欧阳修	#{MIS_TAR_ADD_148}	#{Mis_Hero_songxin}	0		#{RW_20080317_119}	0	司马光	-1	欧阳修	-1	欧阳修			75	321	-1	-1	5000	30000	-1																																																		
1010363	323	55	0	1	0		0	0	古来英雄皆寂寞——毕升	#{MIS_TAR_ADD_149}	#{Mis_Hero_songxin}	0		#{RW_20080317_120}	0	司马光	-1	毕升	-1	毕升			75	322	-1	-1	5000	30000	-1																																																		
1010364	324	55	0	1	0		0	0	古来英雄皆寂寞——全冠清	#{MIS_TAR_ADD_150}	#{Mis_Hero_songxin}	0		#{RW_20080317_121}	0	司马光	-1	全冠清	-1	全冠清			75	323	-1	-1	5000	30000	-1																																																		
1010365	325	55	0	1	0		0	0	古来英雄皆寂寞——耶律余睹	#{MIS_TAR_ADD_151}	#{Mis_Hero_songxin}	0		#{RW_20080317_122}	0	司马光	-1	耶律余睹	-1	耶律余睹			75	324	-1	-1	5000	30000	-1																																																		
1010366	326	55	0	1	0		0	0	古来英雄皆寂寞——考官三	#{MIS_TAR_ADD_152}	#{Mis_Hero_songxin}	0		#{RW_20080317_123}	0	司马光	-1	考官三	-1	考官三			75	325	-1	-1	5000	30000	-1																																																		
1010367	327	55	0	1	0		0	0	古来英雄皆寂寞——秦观	#{MIS_TAR_ADD_153}	#{Mis_Hero_songxin}	0		#{RW_20080317_124}	0	司马光	-1	秦观	-1	秦观			75	326	-1	-1	5000	30000	-1																																																		
1010368	328	55	0	1	0		0	0	古来英雄皆寂寞——苏轼	#{MIS_TAR_ADD_154}	#{Mis_Hero_songxin}	0		#{RW_20080317_125}	0	司马光	-1	苏轼	-1	苏轼			75	327	-1	-1	5000	30000	-1																																																		
1010369	329	55	0	1	0		0	0	古来英雄皆寂寞——完颜阿骨打	#{MIS_TAR_ADD_155}	#{Mis_Hero_songxin}	0		#{RW_20080317_126}	0	司马光	-1	完颜阿骨打	-1	完颜阿骨打			75	328	-1	-1	5000	30000	-1																																																		
1010370	330	55	0	1	0		0	0	古来英雄皆寂寞——考官七	#{MIS_TAR_ADD_156}	#{Mis_Hero_songxin}	0		#{RW_20080317_127}	0	司马光	-1	考官七	-1	考官七			75	329	-1	-1	5000	30000	-1																																																		
1010371	331	55	0	1	0		0	0	古来英雄皆寂寞——岳老三	#{MIS_TAR_ADD_157}	#{Mis_Hero_songxin}	0		#{RW_20080317_128}	0	司马光	-1	岳老三	-1	岳老三			75	330	-1	-1	5000	30000	-1																																																		
1010372	332	55	0	1	0		0	0	古来英雄皆寂寞——宗赞	#{MIS_TAR_ADD_158}	#{Mis_Hero_songxin}	0		#{RW_20080317_129}	0	司马光	-1	宗赞	-1	宗赞			75	331	-1	-1	5000	30000	-1																																																		
1010373	333	55	0	1	0		0	0	古来英雄皆寂寞——黄裳	#{MIS_TAR_ADD_159}	#{Mis_Hero_songxin}	0		#{RW_20080317_130}	0	司马光	-1	黄裳	-1	黄裳			75	332	-1	-1	5000	30000	-1																																																		
1010374	334	55	0	1	0		0	0	古来英雄皆寂寞——呼延庆	#{MIS_TAR_ADD_160}	#{Mis_Hero_songxin}	0		#{RW_20080317_131}	0	司马光	-1	呼延庆	-1	呼延庆			75	333	-1	-1	5000	30000	-1																																																		
1010375	335	55	0	1	0		0	0	古来英雄皆寂寞——考官十二	#{MIS_TAR_ADD_161}	#{Mis_Hero_songxin}	0		#{RW_20080317_132}	0	司马光	-1	考官十二	-1	考官十二			75	334	-1	-1	5000	30000	-1																																																		
1010376	336	55	0	1	0		0	0	古来英雄皆寂寞——水仙	#{MIS_TAR_ADD_162}	#{Mis_Hero_songxin}	0		#{RW_20080317_133}	0	司马光	-1	水仙	-1	水仙			75	335	-1	-1	5000	30000	-1																																																		
1010377	337	55	0	1	0		0	0	古来英雄皆寂寞——周邦彦	#{MIS_TAR_ADD_163}	#{Mis_Hero_songxin}	0		#{RW_20080317_134}	0	司马光	-1	周邦彦	-1	周邦彦			75	336	-1	-1	5000	30000	-1																																																		
1010378	338	55	0	1	0		0	0	古来英雄皆寂寞——马植	#{MIS_TAR_ADD_164}	#{Mis_Hero_songxin}	0		#{RW_20080317_135}	0	司马光	-1	马植	-1	马植			75	337	-1	-1	5000	30000	-1																																																		
1010379	339	55	0	1	0		0	0	古来英雄皆寂寞——齐圣	#{MIS_TAR_ADD_165}	#{Mis_Hero_songxin}	0		#{RW_20080317_136}	0	司马光	-1	齐圣	-1	齐圣			75	338	-1	-1	5000	30000	-1																																																		
1010380	340	55	0	1	0		0	0	古来英雄皆寂寞——诸葛孔亮	#{MIS_TAR_ADD_166}	#{Mis_Hero_songxin}	0		#{RW_20080317_137}	0	司马光	-1	诸葛孔亮	-1	诸葛孔亮			75	339	-1	-1	5000	30000	-1																																																		
1010381	341	55	0	1	0		0	0	古来英雄皆寂寞——慕容博	#{MIS_TAR_ADD_167}	#{Mis_Hero_songxin}	0		#{RW_20080317_138}	0	司马光	-1	慕容博	-1	慕容博			75	340	-1	-1	5000	30000	-1																																																		
1010382	342	55	0	1	0		0	0	古来英雄皆寂寞——佛印	#{MIS_TAR_ADD_168}	#{Mis_Hero_songxin}	0		#{RW_20080317_139}	0	司马光	-1	佛印	-1	佛印			75	341	-1	-1	5000	30000	-1																																																		
1010383	343	55	0	1	0		0	0	古来英雄皆寂寞——秦红棉	#{MIS_TAR_ADD_169}	#{Mis_Hero_songxin}	0		#{RW_20080317_140}	0	司马光	-1	秦红棉	-1	秦红棉			75	342	-1	-1	5000	30000	-1																																																		
1010384	344	55	0	1	0		0	0	古来英雄皆寂寞——竹剑	#{MIS_TAR_ADD_170}	#{Mis_Hero_songxin}	0		#{RW_20080317_141}	0	司马光	-1	竹剑	-1	竹剑			75	343	-1	-1	5000	30000	-1																																																		
1010385	345	55	0	1	0		0	0	古来英雄皆寂寞——李师师	#{MIS_TAR_ADD_171}	#{Mis_Hero_songxin}	0		#{RW_20080317_142}	1	司马光	-1	李师师	-1	李师师			75	344	-1	-1	5000	30000	-1																																																		
1010386	346	55	0	1	0		0	0	古来英雄皆寂寞——方腊	#{MIS_TAR_ADD_172}	#{Mis_Hero_songxin}	0		#{RW_20080317_143}	2	司马光	-1	方腊	-1	方腊			75	345	-1	-1	5000	30000	-1																																																		
1010387	347	55	0	1	0		0	0	古来英雄皆寂寞——鸠摩智	#{MIS_TAR_ADD_173}	#{Mis_Hero_songxin}	0		#{RW_20080317_144}	3	司马光	-1	鸠摩智	-1	鸠摩智			75	346	-1	-1	5000	30000	-1																																																		
1010388	348	55	0	1	0		0	0	古来英雄皆寂寞——欧冶子	#{MIS_TAR_ADD_174}	#{Mis_Hero_songxin}	0		#{RW_20080317_145}	4	司马光	-1	欧冶子	-1	欧冶子			75	347	-1	-1	5000	30000	-1																																																		
1010389	349	55	0	1	0		0	0	古来英雄皆寂寞——扫地老僧	#{MIS_TAR_ADD_175}	#{Mis_Hero_songxin}	0		#{RW_20080317_146}	5	司马光	-1	扫地老僧	-1	扫地老僧			75	348	-1	-1	5000	30000	-1																																																		
#30-60																																																																															
1010391	928	29	0	1	0		259	88	罪恶的交易	#{MIS_TAR_ADD_177}	#{Mis_30_60_desc_003}	1	#{RW_20080317_147}	#{Mis_30_60_desc_019}	18	耶律莫哥	18	马承倩	18	马承倩			34	927	-1	-1	9000	8500	-1																		10513022	1	10513052	1													1	40004417	1	1													
1010392	933	35	0	1	0		76	91	姐妹情深	#{MIS_TAR_ADD_178}	#{Mis_30_60_desc_008}	1	#{RW_20080317_148}	#{Mis_30_60_desc_020}	25	萨玛	25	萨雪	25	萨雪			42	932	-1	-1	9000	12000	-1																																		1	40004419	1	1													1000353
1010393	942	37	0	1	0		181	163	千里传佳音	#{MIS_TAR_ADD_179}	#{Mis_30_60_desc_017}	0		#{RW_20080317_149}	26	秦红棉	26	郑玄	26	郑玄			58	941	-1	-1	20000	15000	-1																		10521085	1	10521025	1																													
#少林技能学习任务																																																																															
1010400	963	20	0	1	0		262	46	三人偕行	#{MIS_TAR_ADD_181}	#{Mis_shaolin_963}	1	#{RW_20080317_02}	#{RW_20080317_150}	2	王韶	18	种世衡	18	种世衡			30	962	-1	-1	1000	2000	-1																																																		
1010401	965	20	0	1	0		217	255	少林传奇	#{MIS_TAR_ADD_182}	#{Mis_shaolin_965}	0		#{RW_20080317_151}	18	种世衡	2	王韶	2	王韶			30	964	-1	-1	1000	2000	-1																																																		
##阿朱剧情循环任务																																																																															
1010402	101	10	0	1	0	1	108	140	阿朱任务	    去找#R%n#W问一下特色茶点的制作方法。	    我家阿朱最喜欢做各种特色茶点了，我这个做母亲的，就最喜欢给她收集茶点制作方法。据说#R%n#W有一种特色茶点的制作方法，你能帮我去问一下吗？	1	#{RW_20080317_93}	#{RW_20080317_94}			5	阮星竹		204	1	90;91;92;93	20	-1	-1	-1	0	0	96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1010403	101	10	0	1	0	1	108	140	阿朱任务	    去找#R%n#W问一下特色茶点的制作方法。	    我家阿朱最喜欢做各种特色茶点了，我这个做母亲的，就最喜欢给她收集茶点制作方法。据说#R%n#W有一种特色茶点的制作方法，你能帮我去问一下吗？	1	#{RW_20080317_93}	#{RW_20080317_94}			5	阮星竹		205	1	90;91;92;93	30	-1	-1	-1	0	0	96	1	你和阿朱的关系上升了1点。	2	你和阿朱的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
