INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
10212009	1	2	12	9	3	315	1	55	4	赤血护腕	46	镶有虎牙的护腕，锋芒毕露，霸气十足。	666	3197	170	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	75	-1	75	-1	-1	-1	Cuff2_2	护腕	2138	2002	0
10212010	1	2	12	10	3	63	1	65	4	魈阳护腕	46	镶有虎爪的护腕，锋芒毕露，霸气十足。	666	3197	170	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	75	-1	75	-1	-1	-1	Cuff2_2	护腕	2139	2002	0
10212011	1	2	12	11	3	196	1	56	4	寒霜护腕	56	蛟龙皮和银丝线合制而成，触感柔软，有很强的防御能力。	1010	4848	182	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	90	-1	-1	-1	Cuff2_5	护腕	2140	2002	0
10212012	1	2	12	12	3	197	1	66	4	元灵护腕	56	乌蚕丝和银丝线合制而成，触感柔软，有很强的防御能力。	1010	4848	182	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	90	-1	-1	-1	Cuff2_5	护腕	2141	2002	0
10212013	1	2	12	13	3	83	1	57	4	地皇护腕	66	腕身绘有天枢星图，玄妙无比。	1395	6696	195	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	105	-1	-1	-1	Cuff2_11	护腕	2142	2002	0
10212014	1	2	12	14	3	69	1	67	4	七星护腕	66	腕身绘有天玑星图，玄妙无比。	1395	6696	195	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	105	-1	-1	-1	Cuff2_13	护腕	2143	2002	0
10212015	1	2	12	15	3	204	1	58	4	傲凰护腕	76	传为贪狼星君所造，仙气环绕，光彩夺目。	1730	8304	207	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	Cuff3_7	护腕	2144	2002	0
10212016	1	2	12	16	3	204	1	68	4	引凤护腕	76	传为巨门星君所造，仙气环绕，光彩夺目。	1730	8304	207	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	Cuff3_7	护腕	2145	2002	0
10212017	1	2	12	17	3	421	1	59	4	浴火天腕	86	不知为何物质制成，上有浮云千丈，名动天下。	2380	11424	220	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	135	-1	-1	-1	Cuff4_2	护腕	2146	2002	0
10212018	1	2	12	18	3	426	1	69	4	沐水天腕	86	不知为何物质制成，上有龙翔万里，名动天下。	2380	11424	220	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	135	-1	-1	-1	Cuff4_2	护腕	2147	2002	0
10212019	1	2	12	19	3	387	1	60	4	玄羽圣腕	96	女娲补天时用的五彩石矶所造，吸收日月精华，赋有无穷灵力。	3320	15936	232	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150	-1	150	-1	-1	-1	Cuff4_7	护腕	2148	2002	0
10212020	1	2	12	20	3	383	1	70	4	幻世魔腕	96	来自冥间，地狱之火烧练而成，怨气浓重，魔性强大。	3320	15936	232	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150	-1	150	-1	-1	-1	Cuff4_7	护腕	2149	2002	0
10213001	1	2	13	1	2	18	1	51	4	棉麻衣	8	粗布做的衣服，适合初入江湖者使用。	90	432	122	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	-1	29	-1	-1	-1	Cloth3_3	衣服	2150	2002	0
10213002	1	2	13	2	2	18	1	61	4	云绸衣	8	麻布做的衣服，适合初入江湖者使用。	90	432	122	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	29	-1	29	-1	-1	-1	Cloth3_3	衣服	2151	2002	0
10213003	1	2	13	3	2	17	1	52	4	春韵衣	18	纱绒做的衣服，精致无比，华美舒适。	127	610	135	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	53	-1	53	-1	-1	-1	Cloth3_7	衣服	2152	2002	0
10213004	1	2	13	4	2	11	1	62	4	秋实衣	18	绢丝做的衣服，精致无比，华美舒适。	127	610	135	3	0	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	53	-1	53	-1	-1	-1	Cloth3_10	衣服	2153	2002	0
10213005	1	2	13	5	2	29	1	53	4	珠玉衣	28	锦帛做的衣服，美轮美奂，典雅华贵。	247	1186	147	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77	-1	77	-1	-1	-1	Cloth3_15	衣服	2154	2002	0
10213006	1	2	13	6	2	135	1	63	4	碧夕衣	28	绸缎做的衣服，美轮美奂，典雅华贵。	247	1186	147	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77	-1	77	-1	-1	-1	Cloth4_3	衣服	2155	2002	0
10213007	1	2	13	7	2	21	1	54	4	软狐裘	38	镶有狼牙的衣服，初露锋芒，坚固有力。	433	2078	160	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	101	-1	101	-1	-1	-1	Cloth4_4	衣服	2156	2002	0
10213008	1	2	13	8	2	7	1	64	4	元武衣	38	镶有狼爪的衣服，初露锋芒，坚固有力。	433	2078	160	3	1	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	101	-1	101	-1	-1	-1	Cloth4_6	衣服	2157	2002	0
10213009	1	2	13	9	2	255	1	55	4	赤血衣	48	镶有虎牙的衣服，锋芒毕露，霸气十足。	722	3466	172	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	125	-1	125	-1	-1	-1	Cloth4_16	衣服	2158	2002	0
10213010	1	2	13	10	2	3	1	65	4	魈阳衣	48	镶有虎爪的衣服，锋芒毕露，霸气十足。	722	3466	172	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	125	-1	125	-1	-1	-1	Cloth5_1	衣服	2159	2002	0
10213011	1	2	13	11	2	136	1	56	4	寒霜甲	58	蛟龙皮和银丝线合制而成，触感柔软，有很强的防御能力。	1070	5136	185	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	149	-1	149	-1	-1	-1	Cloth5_2	衣服	2160	2002	0
10213012	1	2	13	12	2	137	1	66	4	元灵衣	58	乌蚕丝和银丝线合制而成，触感柔软，有很强的防御能力。	1070	5136	185	3	2	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	149	-1	149	-1	-1	-1	Cloth5_3	衣服	2161	2002	0
10213013	1	2	13	13	2	23	1	57	4	地皇甲	68	衣身绘有天枢星图，玄妙无比。	1465	7032	197	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	173	-1	173	-1	-1	-1	Cloth5_13	衣服	2162	2002	0
10213014	1	2	13	14	2	9	1	67	4	七星裘	68	衣身绘有天玑星图，玄妙无比。	1465	7032	197	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	173	-1	173	-1	-1	-1	Cloth5_16	衣服	2163	2002	0
10213015	1	2	13	15	2	144	1	58	4	傲凰衣	78	传为贪狼星君所造，仙气环绕，光彩夺目。	1775	8520	210	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	197	-1	197	-1	-1	-1	Cloth7_8	衣服	2164	2002	0
10213016	1	2	13	16	2	144	1	68	4	引凤衣	78	传为巨门星君所造，仙气环绕，光彩夺目。	1775	8520	210	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	197	-1	197	-1	-1	-1	Cloth7_8	衣服	2165	2002	0
10213017	1	2	13	17	2	401	1	59	4	浴火天衣	88	不知为何物质制成，上有浮云千丈，名动天下。	2450	11760	222	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	221	-1	221	-1	-1	-1	Cloth7_13	衣服	2166	2002	0
10213018	1	2	13	18	2	406	1	69	4	沐水天衣	88	不知为何物质制成，上有龙翔万里，名动天下。	2450	11760	222	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	221	-1	221	-1	-1	-1	Cloth7_15	衣服	2167	2002	0
10213019	1	2	13	19	2	367	1	60	4	玄羽圣衣	98	女娲补天时用的五彩石矶所造，吸收日月精华，赋有无穷灵力。	3400	16320	235	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	245	-1	245	-1	-1	-1	Cloth10_6	衣服	2168	2002	0
10213020	1	2	13	20	2	363	1	70	4	幻世魔衣	98	来自冥间，地狱之火烧练而成，怨气浓重，魔性强大。	3400	16320	235	3	3	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	-1	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	-1	-1	-1	-1	2380000	2380000	2380000	2380000	2380000	-1	2380000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	245	-1	245	-1	-1	-1	Cloth10_9	衣服	2169	2002	0
10220001	1	2	20	1	7	-1	1	-1	-1	乱花结	8	各种花朵穿接而成，暗香浮动。	90	432	122	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	Necklace2_2	项链	2170	2002	0
10220002	1	2	20	2	7	-1	1	-1	-1	蓝宝项链	18	蔚蓝色的宝石项链，可与佩带者互相感应。	127	610	135	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	Necklace2_4	项链	2171	2002	0
10220003	1	2	20	3	7	-1	1	-1	-1	太极护符	28	暗藏八卦玄机，可提高自身能力。。	247	1186	147	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	Necklace2_5	项链	2172	2002	0
10220004	1	2	20	4	7	-1	1	-1	-1	云海链	38	蓝白相间的玉石项链，背面绘有云山四海图，因此得名。	433	2078	160	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	Necklace2_1	项链	2173	2002	0
10220005	1	2	20	5	7	-1	1	-1	-1	琥珀护符	48	千年前松脂滴落所形成的琥珀所制，可保身健体。	722	3466	172	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	Necklace2_9	项链	2174	2002	0
10220006	1	2	20	6	7	-1	1	-1	-1	七情束	58	链身为七根金丝互相缠绕，中间镶有佛家舍利，断七情斩六欲。	1070	5136	185	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	Necklace2_3	项链	2175	2002	0
10220007	1	2	20	7	7	-1	1	-1	-1	情人泪	68	链长七分，在月光下闪着冷冷的寒光，链坠上下相连，犹如刚刚滴落的泪滴。	1465	7032	197	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	Necklace_16	项链	2176	2002	0
10220008	1	2	20	8	7	-1	1	-1	-1	引路铃	78	金铜穿丝，悬一五角金铃，铃声阵阵，不绝于耳，传为阴间引路所用。	1955	9384	210	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	Necklace2_6	项链	2177	2002	0
10220009	1	2	20	9	7	-1	1	-1	-1	月光	88	吸取月之精华而生成的灵物，散发着蓝紫色的幽幽之光，极为神秘。	2730	13104	222	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	Necklace2_8	项链	2178	2002	0
10220010	1	2	20	10	7	-1	1	-1	-1	蝶仙	98	传说中九天仙女所佩之物，精美绝伦，似蝴蝶蹁跹，隐含神力。	3720	17856	235	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	Necklace2_7	项链	2179	2002	0
10220011	1	2	20	11	7	-1	1	-1	-1	宣清束	38	传说中九天仙女所佩之物，精美绝伦，似蝴蝶蹁跹，隐含神力。	433	2078	160	3	0	-1	-1	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	1724000	-1	-1	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	-1	-1	-1	-1	1724000	1724000	1724000	1724000	1724000	-1	1724000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	Necklace2_1	项链	2180	2002	0
