INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
128	320000	1925621	303589	42094305	1700095.6	126282915	1700095.6	126282915	455383	63141458	455383	63141458	1700095.6	126282915	303589	42094305	1700095.6	126282915	1700095.6	126282915	455383	63141458	455383	63141458	1700095.6	126282915	303589	42094305	1700095.6	126282915	1700095.6	126282915	455383	63141458	455383	63141458	1700095.6	126282915	303589	42094305	1700095.6	126282915	1700095.6	126282915	455383	63141458	455383	63141458	1700095.6	126282915	303589	42094305	1700095.6	126282915	1700095.6	126282915	455383	63141458	455383	63141458	1700095.6	126282915	303589	42094305	1700095.6	126282915	1700095.6	126282915	455383	63141458	455383	63141458	1700095.6	126282915	303589	42094305	1700095.6	126282915	1700095.6	126282915	455383	63141458	455383	63141458	1700095.6	126282915	303589	42094305	1700095.6	126282915	1700095.6	126282915	455383	63141458	455383	63141458	1700095.6	126282915	303589	42094305	1700095.6	126282915	1700095.6	126282915	455383	63141458	455383	63141458	1700095.6	126282915	1821531	168377220	1821531	168377220	1821531	168377220	1821531	168377220	1821531	168377220	1821531	168377220	1821531	168377220	1821531	168377220	1821531	168377220
129	320000	1925621	311830	42901977	1746245.2	128705930	1746245.2	128705930	467744	64352965	467744	64352965	1746245.2	128705930	311830	42901977	1746245.2	128705930	1746245.2	128705930	467744	64352965	467744	64352965	1746245.2	128705930	311830	42901977	1746245.2	128705930	1746245.2	128705930	467744	64352965	467744	64352965	1746245.2	128705930	311830	42901977	1746245.2	128705930	1746245.2	128705930	467744	64352965	467744	64352965	1746245.2	128705930	311830	42901977	1746245.2	128705930	1746245.2	128705930	467744	64352965	467744	64352965	1746245.2	128705930	311830	42901977	1746245.2	128705930	1746245.2	128705930	467744	64352965	467744	64352965	1746245.2	128705930	311830	42901977	1746245.2	128705930	1746245.2	128705930	467744	64352965	467744	64352965	1746245.2	128705930	311830	42901977	1746245.2	128705930	1746245.2	128705930	467744	64352965	467744	64352965	1746245.2	128705930	311830	42901977	1746245.2	128705930	1746245.2	128705930	467744	64352965	467744	64352965	1746245.2	128705930	1870977	171607906	1870977	171607906	1870977	171607906	1870977	171607906	1870977	171607906	1870977	171607906	1870977	171607906	1870977	171607906	1870977	171607906
130	320000	1925621	320220	43727048	1793232	131181143	1793232	131181143	480330	65590571	480330	65590571	1793232	131181143	320220	43727048	1793232	131181143	1793232	131181143	480330	65590571	480330	65590571	1793232	131181143	320220	43727048	1793232	131181143	1793232	131181143	480330	65590571	480330	65590571	1793232	131181143	320220	43727048	1793232	131181143	1793232	131181143	480330	65590571	480330	65590571	1793232	131181143	320220	43727048	1793232	131181143	1793232	131181143	480330	65590571	480330	65590571	1793232	131181143	320220	43727048	1793232	131181143	1793232	131181143	480330	65590571	480330	65590571	1793232	131181143	320220	43727048	1793232	131181143	1793232	131181143	480330	65590571	480330	65590571	1793232	131181143	320220	43727048	1793232	131181143	1793232	131181143	480330	65590571	480330	65590571	1793232	131181143	320220	43727048	1793232	131181143	1793232	131181143	480330	65590571	480330	65590571	1793232	131181143	1921320	174908190	1921320	174908190	1921320	174908190	1921320	174908190	1921320	174908190	1921320	174908190	1921320	174908190	1921320	174908190	1921320	174908190
131	320000	1925621	328761	44569744	1841061.6	133709232	1841061.6	133709232	493142	66854616	493142	66854616	1841061.6	133709232	328761	44569744	1841061.6	133709232	1841061.6	133709232	493142	66854616	493142	66854616	1841061.6	133709232	328761	44569744	1841061.6	133709232	1841061.6	133709232	493142	66854616	493142	66854616	1841061.6	133709232	328761	44569744	1841061.6	133709232	1841061.6	133709232	493142	66854616	493142	66854616	1841061.6	133709232	328761	44569744	1841061.6	133709232	1841061.6	133709232	493142	66854616	493142	66854616	1841061.6	133709232	328761	44569744	1841061.6	133709232	1841061.6	133709232	493142	66854616	493142	66854616	1841061.6	133709232	328761	44569744	1841061.6	133709232	1841061.6	133709232	493142	66854616	493142	66854616	1841061.6	133709232	328761	44569744	1841061.6	133709232	1841061.6	133709232	493142	66854616	493142	66854616	1841061.6	133709232	328761	44569744	1841061.6	133709232	1841061.6	133709232	493142	66854616	493142	66854616	1841061.6	133709232	1972566	178278976	1972566	178278976	1972566	178278976	1972566	178278976	1972566	178278976	1972566	178278976	1972566	178278976	1972566	178278976	1972566	178278976
132	320000	1925621	337454	45430290	1889742.4	136290870	1889742.4	136290870	506181	68145435	506181	68145435	1889742.4	136290870	337454	45430290	1889742.4	136290870	1889742.4	136290870	506181	68145435	506181	68145435	1889742.4	136290870	337454	45430290	1889742.4	136290870	1889742.4	136290870	506181	68145435	506181	68145435	1889742.4	136290870	337454	45430290	1889742.4	136290870	1889742.4	136290870	506181	68145435	506181	68145435	1889742.4	136290870	337454	45430290	1889742.4	136290870	1889742.4	136290870	506181	68145435	506181	68145435	1889742.4	136290870	337454	45430290	1889742.4	136290870	1889742.4	136290870	506181	68145435	506181	68145435	1889742.4	136290870	337454	45430290	1889742.4	136290870	1889742.4	136290870	506181	68145435	506181	68145435	1889742.4	136290870	337454	45430290	1889742.4	136290870	1889742.4	136290870	506181	68145435	506181	68145435	1889742.4	136290870	337454	45430290	1889742.4	136290870	1889742.4	136290870	506181	68145435	506181	68145435	1889742.4	136290870	2024724	181721160	2024724	181721160	2024724	181721160	2024724	181721160	2024724	181721160	2024724	181721160	2024724	181721160	2024724	181721160	2024724	181721160
133	320000	1925621	346300	46308912	1939280	138926735	1939280	138926735	519450	69463367	519450	69463367	1939280	138926735	346300	46308912	1939280	138926735	1939280	138926735	519450	69463367	519450	69463367	1939280	138926735	346300	46308912	1939280	138926735	1939280	138926735	519450	69463367	519450	69463367	1939280	138926735	346300	46308912	1939280	138926735	1939280	138926735	519450	69463367	519450	69463367	1939280	138926735	346300	46308912	1939280	138926735	1939280	138926735	519450	69463367	519450	69463367	1939280	138926735	346300	46308912	1939280	138926735	1939280	138926735	519450	69463367	519450	69463367	1939280	138926735	346300	46308912	1939280	138926735	1939280	138926735	519450	69463367	519450	69463367	1939280	138926735	346300	46308912	1939280	138926735	1939280	138926735	519450	69463367	519450	69463367	1939280	138926735	346300	46308912	1939280	138926735	1939280	138926735	519450	69463367	519450	69463367	1939280	138926735	2077800	185235646	2077800	185235646	2077800	185235646	2077800	185235646	2077800	185235646	2077800	185235646	2077800	185235646	2077800	185235646	2077800	185235646
134	320000	1925621	355301	47205833	1989682.8	141617498	1989682.8	141617498	532951	70808749	532951	70808749	1989682.8	141617498	355301	47205833	1989682.8	141617498	1989682.8	141617498	532951	70808749	532951	70808749	1989682.8	141617498	355301	47205833	1989682.8	141617498	1989682.8	141617498	532951	70808749	532951	70808749	1989682.8	141617498	355301	47205833	1989682.8	141617498	1989682.8	141617498	532951	70808749	532951	70808749	1989682.8	141617498	355301	47205833	1989682.8	141617498	1989682.8	141617498	532951	70808749	532951	70808749	1989682.8	141617498	355301	47205833	1989682.8	141617498	1989682.8	141617498	532951	70808749	532951	70808749	1989682.8	141617498	355301	47205833	1989682.8	141617498	1989682.8	141617498	532951	70808749	532951	70808749	1989682.8	141617498	355301	47205833	1989682.8	141617498	1989682.8	141617498	532951	70808749	532951	70808749	1989682.8	141617498	355301	47205833	1989682.8	141617498	1989682.8	141617498	532951	70808749	532951	70808749	1989682.8	141617498	2131803	188823330	2131803	188823330	2131803	188823330	2131803	188823330	2131803	188823330	2131803	188823330	2131803	188823330	2131803	188823330	2131803	188823330
135	320000	1925621	364457	48121279	2040959.2	144363837	2040959.2	144363837	546686	72181919	546686	72181919	2040959.2	144363837	364457	48121279	2040959.2	144363837	2040959.2	144363837	546686	72181919	546686	72181919	2040959.2	144363837	364457	48121279	2040959.2	144363837	2040959.2	144363837	546686	72181919	546686	72181919	2040959.2	144363837	364457	48121279	2040959.2	144363837	2040959.2	144363837	546686	72181919	546686	72181919	2040959.2	144363837	364457	48121279	2040959.2	144363837	2040959.2	144363837	546686	72181919	546686	72181919	2040959.2	144363837	364457	48121279	2040959.2	144363837	2040959.2	144363837	546686	72181919	546686	72181919	2040959.2	144363837	364457	48121279	2040959.2	144363837	2040959.2	144363837	546686	72181919	546686	72181919	2040959.2	144363837	364457	48121279	2040959.2	144363837	2040959.2	144363837	546686	72181919	546686	72181919	2040959.2	144363837	364457	48121279	2040959.2	144363837	2040959.2	144363837	546686	72181919	546686	72181919	2040959.2	144363837	2186742	192485116	2186742	192485116	2186742	192485116	2186742	192485116	2186742	192485116	2186742	192485116	2186742	192485116	2186742	192485116	2186742	192485116
136	320000	1925621	373771	49055475	2093117.6	147166425	2093117.6	147166425	560657	73583213	560657	73583213	2093117.6	147166425	373771	49055475	2093117.6	147166425	2093117.6	147166425	560657	73583213	560657	73583213	2093117.6	147166425	373771	49055475	2093117.6	147166425	2093117.6	147166425	560657	73583213	560657	73583213	2093117.6	147166425	373771	49055475	2093117.6	147166425	2093117.6	147166425	560657	73583213	560657	73583213	2093117.6	147166425	373771	49055475	2093117.6	147166425	2093117.6	147166425	560657	73583213	560657	73583213	2093117.6	147166425	373771	49055475	2093117.6	147166425	2093117.6	147166425	560657	73583213	560657	73583213	2093117.6	147166425	373771	49055475	2093117.6	147166425	2093117.6	147166425	560657	73583213	560657	73583213	2093117.6	147166425	373771	49055475	2093117.6	147166425	2093117.6	147166425	560657	73583213	560657	73583213	2093117.6	147166425	373771	49055475	2093117.6	147166425	2093117.6	147166425	560657	73583213	560657	73583213	2093117.6	147166425	2242626	196221900	2242626	196221900	2242626	196221900	2242626	196221900	2242626	196221900	2242626	196221900	2242626	196221900	2242626	196221900	2242626	196221900
137	320000	1925621	383244	50008647	2146163.6	150025940	2146163.6	150025940	574865	75012970	574865	75012970	2146163.6	150025940	383244	50008647	2146163.6	150025940	2146163.6	150025940	574865	75012970	574865	75012970	2146163.6	150025940	383244	50008647	2146163.6	150025940	2146163.6	150025940	574865	75012970	574865	75012970	2146163.6	150025940	383244	50008647	2146163.6	150025940	2146163.6	150025940	574865	75012970	574865	75012970	2146163.6	150025940	383244	50008647	2146163.6	150025940	2146163.6	150025940	574865	75012970	574865	75012970	2146163.6	150025940	383244	50008647	2146163.6	150025940	2146163.6	150025940	574865	75012970	574865	75012970	2146163.6	150025940	383244	50008647	2146163.6	150025940	2146163.6	150025940	574865	75012970	574865	75012970	2146163.6	150025940	383244	50008647	2146163.6	150025940	2146163.6	150025940	574865	75012970	574865	75012970	2146163.6	150025940	383244	50008647	2146163.6	150025940	2146163.6	150025940	574865	75012970	574865	75012970	2146163.6	150025940	2299461	200034586	2299461	200034586	2299461	200034586	2299461	200034586	2299461	200034586	2299461	200034586	2299461	200034586	2299461	200034586	2299461	200034586
138	320000	1925621	392876	50981018	2200105.6	152943053	2200105.6	152943053	589314	76471526	589314	76471526	2200105.6	152943053	392876	50981018	2200105.6	152943053	2200105.6	152943053	589314	76471526	589314	76471526	2200105.6	152943053	392876	50981018	2200105.6	152943053	2200105.6	152943053	589314	76471526	589314	76471526	2200105.6	152943053	392876	50981018	2200105.6	152943053	2200105.6	152943053	589314	76471526	589314	76471526	2200105.6	152943053	392876	50981018	2200105.6	152943053	2200105.6	152943053	589314	76471526	589314	76471526	2200105.6	152943053	392876	50981018	2200105.6	152943053	2200105.6	152943053	589314	76471526	589314	76471526	2200105.6	152943053	392876	50981018	2200105.6	152943053	2200105.6	152943053	589314	76471526	589314	76471526	2200105.6	152943053	392876	50981018	2200105.6	152943053	2200105.6	152943053	589314	76471526	589314	76471526	2200105.6	152943053	392876	50981018	2200105.6	152943053	2200105.6	152943053	589314	76471526	589314	76471526	2200105.6	152943053	2357256	203924070	2357256	203924070	2357256	203924070	2357256	203924070	2357256	203924070	2357256	203924070	2357256	203924070	2357256	203924070	2357256	203924070
139	320000	1925621	402670	51972814	2254949.2	155918442	2254949.2	155918442	604004	77959221	604004	77959221	2254949.2	155918442	402670	51972814	2254949.2	155918442	2254949.2	155918442	604004	77959221	604004	77959221	2254949.2	155918442	402670	51972814	2254949.2	155918442	2254949.2	155918442	604004	77959221	604004	77959221	2254949.2	155918442	402670	51972814	2254949.2	155918442	2254949.2	155918442	604004	77959221	604004	77959221	2254949.2	155918442	402670	51972814	2254949.2	155918442	2254949.2	155918442	604004	77959221	604004	77959221	2254949.2	155918442	402670	51972814	2254949.2	155918442	2254949.2	155918442	604004	77959221	604004	77959221	2254949.2	155918442	402670	51972814	2254949.2	155918442	2254949.2	155918442	604004	77959221	604004	77959221	2254949.2	155918442	402670	51972814	2254949.2	155918442	2254949.2	155918442	604004	77959221	604004	77959221	2254949.2	155918442	402670	51972814	2254949.2	155918442	2254949.2	155918442	604004	77959221	604004	77959221	2254949.2	155918442	2416017	207891256	2416017	207891256	2416017	207891256	2416017	207891256	2416017	207891256	2416017	207891256	2416017	207891256	2416017	207891256	2416017	207891256
140	320000	1925621	412626	52984260	2310705.6	158952780	2310705.6	158952780	618939	79476390	618939	79476390	2310705.6	158952780	412626	52984260	2310705.6	158952780	2310705.6	158952780	618939	79476390	618939	79476390	2310705.6	158952780	412626	52984260	2310705.6	158952780	2310705.6	158952780	618939	79476390	618939	79476390	2310705.6	158952780	412626	52984260	2310705.6	158952780	2310705.6	158952780	618939	79476390	618939	79476390	2310705.6	158952780	412626	52984260	2310705.6	158952780	2310705.6	158952780	618939	79476390	618939	79476390	2310705.6	158952780	412626	52984260	2310705.6	158952780	2310705.6	158952780	618939	79476390	618939	79476390	2310705.6	158952780	412626	52984260	2310705.6	158952780	2310705.6	158952780	618939	79476390	618939	79476390	2310705.6	158952780	412626	52984260	2310705.6	158952780	2310705.6	158952780	618939	79476390	618939	79476390	2310705.6	158952780	412626	52984260	2310705.6	158952780	2310705.6	158952780	618939	79476390	618939	79476390	2310705.6	158952780	2475756	211937040	2475756	211937040	2475756	211937040	2475756	211937040	2475756	211937040	2475756	211937040	2475756	211937040	2475756	211937040	2475756	211937040
141	320000	1925621	422747	54015582	2367380.4	162046745	2367380.4	162046745	634120	81023372	634120	81023372	2367380.4	162046745	422747	54015582	2367380.4	162046745	2367380.4	162046745	634120	81023372	634120	81023372	2367380.4	162046745	422747	54015582	2367380.4	162046745	2367380.4	162046745	634120	81023372	634120	81023372	2367380.4	162046745	422747	54015582	2367380.4	162046745	2367380.4	162046745	634120	81023372	634120	81023372	2367380.4	162046745	422747	54015582	2367380.4	162046745	2367380.4	162046745	634120	81023372	634120	81023372	2367380.4	162046745	422747	54015582	2367380.4	162046745	2367380.4	162046745	634120	81023372	634120	81023372	2367380.4	162046745	422747	54015582	2367380.4	162046745	2367380.4	162046745	634120	81023372	634120	81023372	2367380.4	162046745	422747	54015582	2367380.4	162046745	2367380.4	162046745	634120	81023372	634120	81023372	2367380.4	162046745	422747	54015582	2367380.4	162046745	2367380.4	162046745	634120	81023372	634120	81023372	2367380.4	162046745	2536479	216062326	2536479	216062326	2536479	216062326	2536479	216062326	2536479	216062326	2536479	216062326	2536479	216062326	2536479	216062326	2536479	216062326
142	320000	1925621	433032	55067003	2424979.2	165201008	2424979.2	165201008	649548	82600504	649548	82600504	2424979.2	165201008	433032	55067003	2424979.2	165201008	2424979.2	165201008	649548	82600504	649548	82600504	2424979.2	165201008	433032	55067003	2424979.2	165201008	2424979.2	165201008	649548	82600504	649548	82600504	2424979.2	165201008	433032	55067003	2424979.2	165201008	2424979.2	165201008	649548	82600504	649548	82600504	2424979.2	165201008	433032	55067003	2424979.2	165201008	2424979.2	165201008	649548	82600504	649548	82600504	2424979.2	165201008	433032	55067003	2424979.2	165201008	2424979.2	165201008	649548	82600504	649548	82600504	2424979.2	165201008	433032	55067003	2424979.2	165201008	2424979.2	165201008	649548	82600504	649548	82600504	2424979.2	165201008	433032	55067003	2424979.2	165201008	2424979.2	165201008	649548	82600504	649548	82600504	2424979.2	165201008	433032	55067003	2424979.2	165201008	2424979.2	165201008	649548	82600504	649548	82600504	2424979.2	165201008	2598192	220268010	2598192	220268010	2598192	220268010	2598192	220268010	2598192	220268010	2598192	220268010	2598192	220268010	2598192	220268010	2598192	220268010
143	320000	1925621	443485	56138749	2483513.2	168416247	2483513.2	168416247	665227	84208124	665227	84208124	2483513.2	168416247	443485	56138749	2483513.2	168416247	2483513.2	168416247	665227	84208124	665227	84208124	2483513.2	168416247	443485	56138749	2483513.2	168416247	2483513.2	168416247	665227	84208124	665227	84208124	2483513.2	168416247	443485	56138749	2483513.2	168416247	2483513.2	168416247	665227	84208124	665227	84208124	2483513.2	168416247	443485	56138749	2483513.2	168416247	2483513.2	168416247	665227	84208124	665227	84208124	2483513.2	168416247	443485	56138749	2483513.2	168416247	2483513.2	168416247	665227	84208124	665227	84208124	2483513.2	168416247	443485	56138749	2483513.2	168416247	2483513.2	168416247	665227	84208124	665227	84208124	2483513.2	168416247	443485	56138749	2483513.2	168416247	2483513.2	168416247	665227	84208124	665227	84208124	2483513.2	168416247	443485	56138749	2483513.2	168416247	2483513.2	168416247	665227	84208124	665227	84208124	2483513.2	168416247	2660907	224554996	2660907	224554996	2660907	224554996	2660907	224554996	2660907	224554996	2660907	224554996	2660907	224554996	2660907	224554996	2660907	224554996
144	320000	1925621	454105	57231045	2542988	171693135	2542988	171693135	681158	85846568	681158	85846568	2542988	171693135	454105	57231045	2542988	171693135	2542988	171693135	681158	85846568	681158	85846568	2542988	171693135	454105	57231045	2542988	171693135	2542988	171693135	681158	85846568	681158	85846568	2542988	171693135	454105	57231045	2542988	171693135	2542988	171693135	681158	85846568	681158	85846568	2542988	171693135	454105	57231045	2542988	171693135	2542988	171693135	681158	85846568	681158	85846568	2542988	171693135	454105	57231045	2542988	171693135	2542988	171693135	681158	85846568	681158	85846568	2542988	171693135	454105	57231045	2542988	171693135	2542988	171693135	681158	85846568	681158	85846568	2542988	171693135	454105	57231045	2542988	171693135	2542988	171693135	681158	85846568	681158	85846568	2542988	171693135	454105	57231045	2542988	171693135	2542988	171693135	681158	85846568	681158	85846568	2542988	171693135	2724630	228924180	2724630	228924180	2724630	228924180	2724630	228924180	2724630	228924180	2724630	228924180	2724630	228924180	2724630	228924180	2724630	228924180
145	320000	1925621	464895	60357852	2603412	181073555	2603412	181073555	697343	90536777	697343	90536777	2603412	181073555	464895	60357852	2603412	181073555	2603412	181073555	697343	90536777	697343	90536777	2603412	181073555	464895	60357852	2603412	181073555	2603412	181073555	697343	90536777	697343	90536777	2603412	181073555	464895	60357852	2603412	181073555	2603412	181073555	697343	90536777	697343	90536777	2603412	181073555	464895	60357852	2603412	181073555	2603412	181073555	697343	90536777	697343	90536777	2603412	181073555	464895	60357852	2603412	181073555	2603412	181073555	697343	90536777	697343	90536777	2603412	181073555	464895	60357852	2603412	181073555	2603412	181073555	697343	90536777	697343	90536777	2603412	181073555	464895	60357852	2603412	181073555	2603412	181073555	697343	90536777	697343	90536777	2603412	181073555	464895	60357852	2603412	181073555	2603412	181073555	697343	90536777	697343	90536777	2603412	181073555	2789370	241431406	2789370	241431406	2789370	241431406	2789370	241431406	2789370	241431406	2789370	241431406	2789370	241431406	2789370	241431406	2789370	241431406
146	320000	1925621	475856	63881438	2664793.6	191644313	2664793.6	191644313	713784	95822156	713784	95822156	2664793.6	191644313	475856	63881438	2664793.6	191644313	2664793.6	191644313	713784	95822156	713784	95822156	2664793.6	191644313	475856	63881438	2664793.6	191644313	2664793.6	191644313	713784	95822156	713784	95822156	2664793.6	191644313	475856	63881438	2664793.6	191644313	2664793.6	191644313	713784	95822156	713784	95822156	2664793.6	191644313	475856	63881438	2664793.6	191644313	2664793.6	191644313	713784	95822156	713784	95822156	2664793.6	191644313	475856	63881438	2664793.6	191644313	2664793.6	191644313	713784	95822156	713784	95822156	2664793.6	191644313	475856	63881438	2664793.6	191644313	2664793.6	191644313	713784	95822156	713784	95822156	2664793.6	191644313	475856	63881438	2664793.6	191644313	2664793.6	191644313	713784	95822156	713784	95822156	2664793.6	191644313	475856	63881438	2664793.6	191644313	2664793.6	191644313	713784	95822156	713784	95822156	2664793.6	191644313	2855136	255525750	2855136	255525750	2855136	255525750	2855136	255525750	2855136	255525750	2855136	255525750	2855136	255525750	2855136	255525750	2855136	255525750
147	320000	1925621	486989	67831654	2727135.6	203494962	2727135.6	203494962	730483	101747481	730483	101747481	2727135.6	203494962	486989	67831654	2727135.6	203494962	2727135.6	203494962	730483	101747481	730483	101747481	2727135.6	203494962	486989	67831654	2727135.6	203494962	2727135.6	203494962	730483	101747481	730483	101747481	2727135.6	203494962	486989	67831654	2727135.6	203494962	2727135.6	203494962	730483	101747481	730483	101747481	2727135.6	203494962	486989	67831654	2727135.6	203494962	2727135.6	203494962	730483	101747481	730483	101747481	2727135.6	203494962	486989	67831654	2727135.6	203494962	2727135.6	203494962	730483	101747481	730483	101747481	2727135.6	203494962	486989	67831654	2727135.6	203494962	2727135.6	203494962	730483	101747481	730483	101747481	2727135.6	203494962	486989	67831654	2727135.6	203494962	2727135.6	203494962	730483	101747481	730483	101747481	2727135.6	203494962	486989	67831654	2727135.6	203494962	2727135.6	203494962	730483	101747481	730483	101747481	2727135.6	203494962	2921931	271326616	2921931	271326616	2921931	271326616	2921931	271326616	2921931	271326616	2921931	271326616	2921931	271326616	2921931	271326616	2921931	271326616
148	320000	1925621	498295	72238950	2790452	216716850	2790452	216716850	747443	108358425	747443	108358425	2790452	216716850	498295	72238950	2790452	216716850	2790452	216716850	747443	108358425	747443	108358425	2790452	216716850	498295	72238950	2790452	216716850	2790452	216716850	747443	108358425	747443	108358425	2790452	216716850	498295	72238950	2790452	216716850	2790452	216716850	747443	108358425	747443	108358425	2790452	216716850	498295	72238950	2790452	216716850	2790452	216716850	747443	108358425	747443	108358425	2790452	216716850	498295	72238950	2790452	216716850	2790452	216716850	747443	108358425	747443	108358425	2790452	216716850	498295	72238950	2790452	216716850	2790452	216716850	747443	108358425	747443	108358425	2790452	216716850	498295	72238950	2790452	216716850	2790452	216716850	747443	108358425	747443	108358425	2790452	216716850	498295	72238950	2790452	216716850	2790452	216716850	747443	108358425	747443	108358425	2790452	216716850	2989770	288955800	2989770	288955800	2989770	288955800	2989770	288955800	2989770	288955800	2989770	288955800	2989770	288955800	2989770	288955800	2989770	288955800
149	320000	1925621	509776	77134377	2854745.6	231403130	2854745.6	231403130	764664	115701565	764664	115701565	2854745.6	231403130	509776	77134377	2854745.6	231403130	2854745.6	231403130	764664	115701565	764664	115701565	2854745.6	231403130	509776	77134377	2854745.6	231403130	2854745.6	231403130	764664	115701565	764664	115701565	2854745.6	231403130	509776	77134377	2854745.6	231403130	2854745.6	231403130	764664	115701565	764664	115701565	2854745.6	231403130	509776	77134377	2854745.6	231403130	2854745.6	231403130	764664	115701565	764664	115701565	2854745.6	231403130	509776	77134377	2854745.6	231403130	2854745.6	231403130	764664	115701565	764664	115701565	2854745.6	231403130	509776	77134377	2854745.6	231403130	2854745.6	231403130	764664	115701565	764664	115701565	2854745.6	231403130	509776	77134377	2854745.6	231403130	2854745.6	231403130	764664	115701565	764664	115701565	2854745.6	231403130	509776	77134377	2854745.6	231403130	2854745.6	231403130	764664	115701565	764664	115701565	2854745.6	231403130	3058656	308537506	3058656	308537506	3058656	308537506	3058656	308537506	3058656	308537506	3058656	308537506	3058656	308537506	3058656	308537506	3058656	308537506
150	320000	1925621	521433	77134377	2920024.8	231403130	2920024.8	231403130	782150	115701565	782150	115701565	2920024.8	231403130	521433	77134377	2920024.8	231403130	2920024.8	231403130	782150	115701565	782150	115701565	2920024.8	231403130	521433	77134377	2920024.8	231403130	2920024.8	231403130	782150	115701565	782150	115701565	2920024.8	231403130	521433	77134377	2920024.8	231403130	2920024.8	231403130	782150	115701565	782150	115701565	2920024.8	231403130	521433	77134377	2920024.8	231403130	2920024.8	231403130	782150	115701565	782150	115701565	2920024.8	231403130	521433	77134377	2920024.8	231403130	2920024.8	231403130	782150	115701565	782150	115701565	2920024.8	231403130	521433	77134377	2920024.8	231403130	2920024.8	231403130	782150	115701565	782150	115701565	2920024.8	231403130	521433	77134377	2920024.8	231403130	2920024.8	231403130	782150	115701565	782150	115701565	2920024.8	231403130	521433	77134377	2920024.8	231403130	2920024.8	231403130	782150	115701565	782150	115701565	2920024.8	231403130	3128598	308537506	3128598	308537506	3128598	308537506	3128598	308537506	3128598	308537506	3128598	308537506	3128598	308537506	3128598	308537506	3128598	308537506
